Quarter,Garda Division,Type of Offence,VALUE
2008Q2,Roscommon-Longford Garda Division,Homicide & related offences,0.0
2008Q2,Roscommon-Longford Garda Division,Kidnapping and related offences,0.0
2008Q2,Roscommon-Longford Garda Division,"Offences against government, justice procedures and organisation of crime",29.0
2008Q2,Roscommon-Longford Garda Division,Offences not elsewhere classified,17.0
2008Q2,Roscommon-Longford Garda Division,Public order and other social code offences,173.0
2008Q2,Roscommon-Longford Garda Division,Road and traffic offences,755.0
2008Q2,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",5.0
2008Q2,Roscommon-Longford Garda Division,Sexual offences,6.0
2008Q2,Roscommon-Longford Garda Division,Theft and related offences,253.0
2008Q2,Roscommon-Longford Garda Division,Weapons and explosives offences,8.0
2008Q3,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",88.0
2008Q3,Roscommon-Longford Garda Division,Burglary and related offences,100.0
2008Q3,Roscommon-Longford Garda Division,Controlled drug offences,65.0
2008Q3,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,141.0
2008Q3,Roscommon-Longford Garda Division,Dangerous or negligent acts,280.0
2008Q3,Roscommon-Longford Garda Division,"Fraud, deception and related offences",24.0
2008Q3,Roscommon-Longford Garda Division,Homicide & related offences,1.0
2008Q3,Roscommon-Longford Garda Division,Kidnapping and related offences,0.0
2008Q3,Roscommon-Longford Garda Division,"Offences against government, justice procedures and organisation of crime",24.0
2008Q3,Roscommon-Longford Garda Division,Offences not elsewhere classified,17.0
2008Q3,Roscommon-Longford Garda Division,Public order and other social code offences,186.0
2008Q3,Roscommon-Longford Garda Division,Road and traffic offences,649.0
2008Q3,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",4.0
2008Q3,Roscommon-Longford Garda Division,Sexual offences,3.0
2008Q3,Roscommon-Longford Garda Division,Theft and related offences,192.0
2008Q3,Roscommon-Longford Garda Division,Weapons and explosives offences,12.0
2008Q4,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",88.0
2008Q4,Roscommon-Longford Garda Division,Burglary and related offences,114.0
2008Q4,Roscommon-Longford Garda Division,Controlled drug offences,29.0
2008Q4,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,136.0
2008Q4,Roscommon-Longford Garda Division,Dangerous or negligent acts,196.0
