Quarter,Garda Division,Type of Offence,VALUE
2008Q2,Galway Garda Division,"Fraud, deception and related offences",71.0
2008Q2,Galway Garda Division,Homicide & related offences,0.0
2008Q2,Galway Garda Division,Kidnapping and related offences,1.0
2008Q2,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",109.0
2008Q2,Galway Garda Division,Offences not elsewhere classified,56.0
2008Q2,Galway Garda Division,Public order and other social code offences,817.0
2008Q2,Galway Garda Division,Road and traffic offences,1461.0
2008Q2,Galway Garda Division,"Robbery, extortion and hijacking offences",12.0
2008Q2,Galway Garda Division,Sexual offences,17.0
2008Q2,Galway Garda Division,Theft and related offences,805.0
2008Q2,Galway Garda Division,Weapons and explosives offences,23.0
2008Q3,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",266.0
2008Q3,Galway Garda Division,Burglary and related offences,290.0
2008Q3,Galway Garda Division,Controlled drug offences,182.0
2008Q3,Galway Garda Division,Damage to property and to the environment  offences,464.0
2008Q3,Galway Garda Division,Dangerous or negligent acts,390.0
2008Q3,Galway Garda Division,"Fraud, deception and related offences",74.0
2008Q3,Galway Garda Division,Homicide & related offences,5.0
2008Q3,Galway Garda Division,Kidnapping and related offences,1.0
2008Q3,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",76.0
2008Q3,Galway Garda Division,Offences not elsewhere classified,54.0
2008Q3,Galway Garda Division,Public order and other social code offences,801.0
2008Q3,Galway Garda Division,Road and traffic offences,1200.0
2008Q3,Galway Garda Division,"Robbery, extortion and hijacking offences",14.0
2008Q3,Galway Garda Division,Sexual offences,12.0
2008Q3,Galway Garda Division,Theft and related offences,862.0
2008Q3,Galway Garda Division,Weapons and explosives offences,26.0
2008Q4,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",257.0
2008Q4,Galway Garda Division,Burglary and related offences,297.0
2008Q4,Galway Garda Division,Controlled drug offences,130.0
2008Q4,Galway Garda Division,Damage to property and to the environment  offences,497.0
2008Q4,Galway Garda Division,Dangerous or negligent acts,525.0
2008Q4,Galway Garda Division,"Fraud, deception and related offences",47.0
2008Q4,Galway Garda Division,Homicide & related offences,2.0
2008Q4,Galway Garda Division,Kidnapping and related offences,0.0
2008Q4,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",92.0
2008Q4,Galway Garda Division,Offences not elsewhere classified,63.0
2008Q4,Galway Garda Division,Public order and other social code offences,878.0
2008Q4,Galway Garda Division,Road and traffic offences,1185.0
2008Q4,Galway Garda Division,"Robbery, extortion and hijacking offences",6.0
2008Q4,Galway Garda Division,Sexual offences,6.0
2008Q4,Galway Garda Division,Theft and related offences,887.0
2008Q4,Galway Garda Division,Weapons and explosives offences,39.0
2009Q1,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",210.0
2009Q1,Galway Garda Division,Burglary and related offences,249.0
2009Q1,Galway Garda Division,Controlled drug offences,114.0
2009Q1,Galway Garda Division,Damage to property and to the environment  offences,409.0
2009Q1,Galway Garda Division,Dangerous or negligent acts,501.0
2009Q1,Galway Garda Division,"Fraud, deception and related offences",63.0
2009Q1,Galway Garda Division,Homicide & related offences,1.0
2009Q1,Galway Garda Division,Kidnapping and related offences,1.0
2009Q1,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",113.0
2009Q1,Galway Garda Division,Offences not elsewhere classified,72.0
2009Q1,Galway Garda Division,Public order and other social code offences,837.0
2009Q1,Galway Garda Division,Road and traffic offences,1499.0
2009Q1,Galway Garda Division,"Robbery, extortion and hijacking offences",12.0
2009Q1,Galway Garda Division,Sexual offences,14.0
2009Q1,Galway Garda Division,Theft and related offences,721.0
2009Q1,Galway Garda Division,Weapons and explosives offences,27.0
2009Q2,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",216.0
2009Q2,Galway Garda Division,Burglary and related offences,268.0
2009Q2,Galway Garda Division,Controlled drug offences,113.0
2009Q2,Galway Garda Division,Damage to property and to the environment  offences,406.0
2009Q2,Galway Garda Division,Dangerous or negligent acts,479.0
2009Q2,Galway Garda Division,"Fraud, deception and related offences",64.0
2009Q2,Galway Garda Division,Homicide & related offences,1.0
2009Q2,Galway Garda Division,Kidnapping and related offences,0.0
2009Q2,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",124.0
2009Q2,Galway Garda Division,Offences not elsewhere classified,61.0
2009Q2,Galway Garda Division,Public order and other social code offences,897.0
2009Q2,Galway Garda Division,Road and traffic offences,1448.0
2009Q2,Galway Garda Division,"Robbery, extortion and hijacking offences",8.0
2009Q2,Galway Garda Division,Sexual offences,26.0
2009Q2,Galway Garda Division,Theft and related offences,831.0
2009Q2,Galway Garda Division,Weapons and explosives offences,23.0
2009Q3,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",243.0
2009Q3,Galway Garda Division,Burglary and related offences,412.0
2009Q3,Galway Garda Division,Controlled drug offences,121.0
2009Q3,Galway Garda Division,Damage to property and to the environment  offences,414.0
2009Q3,Galway Garda Division,Dangerous or negligent acts,503.0
2009Q3,Galway Garda Division,"Fraud, deception and related offences",56.0
2009Q3,Galway Garda Division,Homicide & related offences,0.0
2009Q3,Galway Garda Division,Kidnapping and related offences,0.0
2009Q3,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",105.0
2009Q3,Galway Garda Division,Offences not elsewhere classified,33.0
2009Q3,Galway Garda Division,Public order and other social code offences,954.0
2009Q3,Galway Garda Division,Road and traffic offences,1190.0
2009Q3,Galway Garda Division,"Robbery, extortion and hijacking offences",5.0
2009Q3,Galway Garda Division,Sexual offences,15.0
2009Q3,Galway Garda Division,Theft and related offences,793.0
2009Q3,Galway Garda Division,Weapons and explosives offences,26.0
2009Q4,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",229.0
2009Q4,Galway Garda Division,Burglary and related offences,284.0
2009Q4,Galway Garda Division,Controlled drug offences,102.0
2009Q4,Galway Garda Division,Damage to property and to the environment  offences,427.0
2009Q4,Galway Garda Division,Dangerous or negligent acts,310.0
2009Q4,Galway Garda Division,"Fraud, deception and related offences",80.0
2009Q4,Galway Garda Division,Homicide & related offences,3.0
2009Q4,Galway Garda Division,Kidnapping and related offences,1.0
2009Q4,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",118.0
2009Q4,Galway Garda Division,Offences not elsewhere classified,49.0
2009Q4,Galway Garda Division,Public order and other social code offences,952.0
2009Q4,Galway Garda Division,Road and traffic offences,1080.0
