Quarter,Garda Division,Type of Offence,VALUE
2009Q2,Meath Garda Division,Controlled drug offences,170.0
2009Q2,Meath Garda Division,Damage to property and to the environment  offences,282.0
2009Q2,Meath Garda Division,Dangerous or negligent acts,573.0
2009Q2,Meath Garda Division,"Fraud, deception and related offences",33.0
2009Q2,Meath Garda Division,Homicide & related offences,1.0
2009Q2,Meath Garda Division,Kidnapping and related offences,0.0
2009Q2,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",43.0
2009Q2,Meath Garda Division,Offences not elsewhere classified,24.0
2009Q2,Meath Garda Division,Public order and other social code offences,338.0
2009Q2,Meath Garda Division,Road and traffic offences,771.0
2009Q2,Meath Garda Division,"Robbery, extortion and hijacking offences",19.0
2009Q2,Meath Garda Division,Sexual offences,8.0
2009Q2,Meath Garda Division,Theft and related offences,568.0
2009Q2,Meath Garda Division,Weapons and explosives offences,26.0
2009Q3,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",143.0
2009Q3,Meath Garda Division,Burglary and related offences,236.0
2009Q3,Meath Garda Division,Controlled drug offences,181.0
2009Q3,Meath Garda Division,Damage to property and to the environment  offences,300.0
2009Q3,Meath Garda Division,Dangerous or negligent acts,614.0
2009Q3,Meath Garda Division,"Fraud, deception and related offences",38.0
2009Q3,Meath Garda Division,Homicide & related offences,0.0
2009Q3,Meath Garda Division,Kidnapping and related offences,1.0
2009Q3,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",35.0
2009Q3,Meath Garda Division,Offences not elsewhere classified,18.0
2009Q3,Meath Garda Division,Public order and other social code offences,310.0
2009Q3,Meath Garda Division,Road and traffic offences,640.0
2009Q3,Meath Garda Division,"Robbery, extortion and hijacking offences",9.0
2009Q3,Meath Garda Division,Sexual offences,12.0
2009Q3,Meath Garda Division,Theft and related offences,629.0
2009Q3,Meath Garda Division,Weapons and explosives offences,24.0
2009Q4,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",132.0
2009Q4,Meath Garda Division,Burglary and related offences,245.0
2009Q4,Meath Garda Division,Controlled drug offences,85.0
2009Q4,Meath Garda Division,Damage to property and to the environment  offences,234.0
2009Q4,Meath Garda Division,Dangerous or negligent acts,323.0
2009Q4,Meath Garda Division,"Fraud, deception and related offences",41.0
2009Q4,Meath Garda Division,Homicide & related offences,1.0
2009Q4,Meath Garda Division,Kidnapping and related offences,0.0
2009Q4,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",30.0
2009Q4,Meath Garda Division,Offences not elsewhere classified,21.0
2009Q4,Meath Garda Division,Public order and other social code offences,267.0
2009Q4,Meath Garda Division,Road and traffic offences,488.0
