Year,Garda Division,Type of Offence,VALUE
2008,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences (03)",579.0
2008,Meath Garda Division,Blackmail or extortion (0621),1.0
2008,Meath Garda Division,Burglary (not aggravated) (0712),900.0
2008,Meath Garda Division,Burglary and related offences (07),919.0
2008,Meath Garda Division,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",3.0
2008,Meath Garda Division,Controlled drug offences (10),389.0
2008,Meath Garda Division,Criminal damage (not arson) (1212),1005.0
2008,Meath Garda Division,Cultivation or manufacture of drugs (1012),4.0
2008,Meath Garda Division,Damage to property and to the environment  offences (12),1098.0
2008,Meath Garda Division,Dangerous driving causing serious bodily harm (0411),0.0
