Quarter,Garda Division,Type of Offence,VALUE
2005Q2,Sligo-Leitrim Garda Division,Offences not elsewhere classified,12.0
2005Q2,Sligo-Leitrim Garda Division,Public order and other social code offences,362.0
2005Q2,Sligo-Leitrim Garda Division,Road and traffic offences,223.0
2005Q2,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",3.0
2005Q2,Sligo-Leitrim Garda Division,Sexual offences,8.0
2005Q2,Sligo-Leitrim Garda Division,Theft and related offences,231.0
2005Q2,Sligo-Leitrim Garda Division,Weapons and explosives offences,5.0
2005Q3,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",64.0
2005Q3,Sligo-Leitrim Garda Division,Burglary and related offences,75.0
2005Q3,Sligo-Leitrim Garda Division,Controlled drug offences,41.0
2005Q3,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,205.0
2005Q3,Sligo-Leitrim Garda Division,Dangerous or negligent acts,137.0
2005Q3,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",5.0
2005Q3,Sligo-Leitrim Garda Division,Homicide & related offences,2.0
2005Q3,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2005Q3,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",17.0
2005Q3,Sligo-Leitrim Garda Division,Offences not elsewhere classified,11.0
2005Q3,Sligo-Leitrim Garda Division,Public order and other social code offences,347.0
2005Q3,Sligo-Leitrim Garda Division,Road and traffic offences,144.0
2005Q3,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",2.0
2005Q3,Sligo-Leitrim Garda Division,Sexual offences,6.0
2005Q3,Sligo-Leitrim Garda Division,Theft and related offences,251.0
2005Q3,Sligo-Leitrim Garda Division,Weapons and explosives offences,8.0
2005Q4,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",82.0
2005Q4,Sligo-Leitrim Garda Division,Burglary and related offences,72.0
2005Q4,Sligo-Leitrim Garda Division,Controlled drug offences,59.0
2005Q4,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,252.0
2005Q4,Sligo-Leitrim Garda Division,Dangerous or negligent acts,165.0
2005Q4,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",27.0
2005Q4,Sligo-Leitrim Garda Division,Homicide & related offences,3.0
2005Q4,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2005Q4,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",25.0
2005Q4,Sligo-Leitrim Garda Division,Offences not elsewhere classified,13.0
2005Q4,Sligo-Leitrim Garda Division,Public order and other social code offences,428.0
2005Q4,Sligo-Leitrim Garda Division,Road and traffic offences,187.0
2005Q4,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",5.0
2005Q4,Sligo-Leitrim Garda Division,Sexual offences,10.0
2005Q4,Sligo-Leitrim Garda Division,Theft and related offences,272.0
2005Q4,Sligo-Leitrim Garda Division,Weapons and explosives offences,7.0
2006Q1,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",62.0
2006Q1,Sligo-Leitrim Garda Division,Burglary and related offences,106.0
2006Q1,Sligo-Leitrim Garda Division,Controlled drug offences,35.0
2006Q1,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,181.0
2006Q1,Sligo-Leitrim Garda Division,Dangerous or negligent acts,257.0
