Quarter,Garda Division,Type of Offence,VALUE
2009Q2,Wexford Garda Division,Dangerous or negligent acts,472.0
2009Q2,Wexford Garda Division,"Fraud, deception and related offences",27.0
2009Q2,Wexford Garda Division,Homicide & related offences,0.0
2009Q2,Wexford Garda Division,Kidnapping and related offences,2.0
2009Q2,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",40.0
2009Q2,Wexford Garda Division,Offences not elsewhere classified,47.0
2009Q2,Wexford Garda Division,Public order and other social code offences,400.0
2009Q2,Wexford Garda Division,Road and traffic offences,833.0
2009Q2,Wexford Garda Division,"Robbery, extortion and hijacking offences",7.0
2009Q2,Wexford Garda Division,Sexual offences,12.0
2009Q2,Wexford Garda Division,Theft and related offences,474.0
2009Q2,Wexford Garda Division,Weapons and explosives offences,18.0
2009Q3,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",150.0
2009Q3,Wexford Garda Division,Burglary and related offences,222.0
2009Q3,Wexford Garda Division,Controlled drug offences,111.0
2009Q3,Wexford Garda Division,Damage to property and to the environment  offences,290.0
2009Q3,Wexford Garda Division,Dangerous or negligent acts,439.0
2009Q3,Wexford Garda Division,"Fraud, deception and related offences",45.0
2009Q3,Wexford Garda Division,Homicide & related offences,0.0
2009Q3,Wexford Garda Division,Kidnapping and related offences,0.0
2009Q3,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",45.0
2009Q3,Wexford Garda Division,Offences not elsewhere classified,33.0
2009Q3,Wexford Garda Division,Public order and other social code offences,356.0
2009Q3,Wexford Garda Division,Road and traffic offences,749.0
2009Q3,Wexford Garda Division,"Robbery, extortion and hijacking offences",5.0
2009Q3,Wexford Garda Division,Sexual offences,9.0
