Quarter,Garda Division,Type of Offence,VALUE
2007Q4,Cavan-Monaghan Garda Division,Road and traffic offences,623.0
2007Q4,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",9.0
2007Q4,Cavan-Monaghan Garda Division,Sexual offences,9.0
2007Q4,Cavan-Monaghan Garda Division,Theft and related offences,309.0
2007Q4,Cavan-Monaghan Garda Division,Weapons and explosives offences,17.0
2008Q1,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",189.0
2008Q1,Cavan-Monaghan Garda Division,Burglary and related offences,88.0
2008Q1,Cavan-Monaghan Garda Division,Controlled drug offences,73.0
2008Q1,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,234.0
2008Q1,Cavan-Monaghan Garda Division,Dangerous or negligent acts,531.0
2008Q1,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",65.0
2008Q1,Cavan-Monaghan Garda Division,Homicide & related offences,0.0
2008Q1,Cavan-Monaghan Garda Division,Kidnapping and related offences,1.0
2008Q1,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",44.0
2008Q1,Cavan-Monaghan Garda Division,Offences not elsewhere classified,51.0
2008Q1,Cavan-Monaghan Garda Division,Public order and other social code offences,443.0
2008Q1,Cavan-Monaghan Garda Division,Road and traffic offences,768.0
2008Q1,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",5.0
2008Q1,Cavan-Monaghan Garda Division,Sexual offences,13.0
2008Q1,Cavan-Monaghan Garda Division,Theft and related offences,269.0
2008Q1,Cavan-Monaghan Garda Division,Weapons and explosives offences,5.0
2008Q2,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",217.0
2008Q2,Cavan-Monaghan Garda Division,Burglary and related offences,88.0
2008Q2,Cavan-Monaghan Garda Division,Controlled drug offences,77.0
2008Q2,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,214.0
2008Q2,Cavan-Monaghan Garda Division,Dangerous or negligent acts,615.0
2008Q2,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",46.0
2008Q2,Cavan-Monaghan Garda Division,Homicide & related offences,1.0
2008Q2,Cavan-Monaghan Garda Division,Kidnapping and related offences,1.0
2008Q2,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",60.0
2008Q2,Cavan-Monaghan Garda Division,Offences not elsewhere classified,30.0
2008Q2,Cavan-Monaghan Garda Division,Public order and other social code offences,442.0
2008Q2,Cavan-Monaghan Garda Division,Road and traffic offences,945.0
2008Q2,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",3.0
2008Q2,Cavan-Monaghan Garda Division,Sexual offences,11.0
2008Q2,Cavan-Monaghan Garda Division,Theft and related offences,342.0
2008Q2,Cavan-Monaghan Garda Division,Weapons and explosives offences,12.0
2008Q3,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",187.0
2008Q3,Cavan-Monaghan Garda Division,Burglary and related offences,83.0
2008Q3,Cavan-Monaghan Garda Division,Controlled drug offences,120.0
2008Q3,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,168.0
2008Q3,Cavan-Monaghan Garda Division,Dangerous or negligent acts,517.0
2008Q3,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",42.0
2008Q3,Cavan-Monaghan Garda Division,Homicide & related offences,0.0
2008Q3,Cavan-Monaghan Garda Division,Kidnapping and related offences,0.0
2008Q3,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",38.0
2008Q3,Cavan-Monaghan Garda Division,Offences not elsewhere classified,34.0
