Year,Garda Division,Type of Offence,VALUE
2018,Cork City Garda Division,Dangerous or negligent acts,1027.0
2018,Cork City Garda Division,"Fraud, deception and related offences",278.0
2018,Cork City Garda Division,Homicide & related offences,4.0
2018,Cork City Garda Division,Kidnapping and related offences,2.0
2018,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",633.0
2018,Cork City Garda Division,Offences not elsewhere classified,157.0
2018,Cork City Garda Division,Public order and other social code offences,2544.0
2018,Cork City Garda Division,Road and traffic offences,3841.0
2018,Cork City Garda Division,"Robbery, extortion and hijacking offences",85.0
2018,Cork City Garda Division,Sexual offences,209.0
2018,Cork City Garda Division,Theft and related offences,4129.0
2018,Cork City Garda Division,Weapons and explosives offences,137.0
2019,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1328.0
2019,Cork City Garda Division,Burglary and related offences,484.0
2019,Cork City Garda Division,Controlled drug offences,1062.0
2019,Cork City Garda Division,Damage to property and to the environment  offences,1274.0
2019,Cork City Garda Division,Dangerous or negligent acts,1109.0
2019,Cork City Garda Division,"Fraud, deception and related offences",321.0
2019,Cork City Garda Division,Homicide & related offences,5.0
2019,Cork City Garda Division,Kidnapping and related offences,9.0
2019,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",651.0
2019,Cork City Garda Division,Offences not elsewhere classified,116.0
2019,Cork City Garda Division,Public order and other social code offences,2311.0
2019,Cork City Garda Division,Road and traffic offences,2997.0
2019,Cork City Garda Division,"Robbery, extortion and hijacking offences",134.0
2019,Cork City Garda Division,Sexual offences,194.0
2019,Cork City Garda Division,Theft and related offences,3867.0
2019,Cork City Garda Division,Weapons and explosives offences,138.0
2020,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1104.0
2020,Cork City Garda Division,Burglary and related offences,367.0
2020,Cork City Garda Division,Controlled drug offences,1484.0
2020,Cork City Garda Division,Damage to property and to the environment  offences,1080.0
2020,Cork City Garda Division,Dangerous or negligent acts,1350.0
2020,Cork City Garda Division,"Fraud, deception and related offences",349.0
2020,Cork City Garda Division,Homicide & related offences,4.0
2020,Cork City Garda Division,Kidnapping and related offences,6.0
2020,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",477.0
2020,Cork City Garda Division,Offences not elsewhere classified,84.0
2020,Cork City Garda Division,Public order and other social code offences,2165.0
2020,Cork City Garda Division,Road and traffic offences,3003.0
2020,Cork City Garda Division,"Robbery, extortion and hijacking offences",83.0
2020,Cork City Garda Division,Sexual offences,191.0
2020,Cork City Garda Division,Theft and related offences,2692.0
2020,Cork City Garda Division,Weapons and explosives offences,223.0
2021,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1199.0
2021,Cork City Garda Division,Burglary and related offences,248.0
2021,Cork City Garda Division,Controlled drug offences,1599.0
2021,Cork City Garda Division,Damage to property and to the environment  offences,1090.0
2021,Cork City Garda Division,Dangerous or negligent acts,1873.0
2021,Cork City Garda Division,"Fraud, deception and related offences",837.0
2021,Cork City Garda Division,Homicide & related offences,1.0
2021,Cork City Garda Division,Kidnapping and related offences,3.0
2021,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",473.0
2021,Cork City Garda Division,Offences not elsewhere classified,75.0
2021,Cork City Garda Division,Public order and other social code offences,3346.0
2021,Cork City Garda Division,Road and traffic offences,2671.0
2021,Cork City Garda Division,"Robbery, extortion and hijacking offences",69.0
2021,Cork City Garda Division,Sexual offences,202.0
2021,Cork City Garda Division,Theft and related offences,2191.0
2021,Cork City Garda Division,Weapons and explosives offences,171.0
2022,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1474.0
2022,Cork City Garda Division,Burglary and related offences,266.0
2022,Cork City Garda Division,Controlled drug offences,1055.0
2022,Cork City Garda Division,Damage to property and to the environment  offences,1284.0
2022,Cork City Garda Division,Dangerous or negligent acts,1809.0
2022,Cork City Garda Division,"Fraud, deception and related offences",655.0
2022,Cork City Garda Division,Homicide & related offences,2.0
2022,Cork City Garda Division,Kidnapping and related offences,6.0
