Quarter,Garda Division,Type of Offence,VALUE
2007Q1,D.M.R. Western Garda Division,Homicide & related offences,3.0
2007Q1,D.M.R. Western Garda Division,Kidnapping and related offences,1.0
2007Q1,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",139.0
2007Q1,D.M.R. Western Garda Division,Offences not elsewhere classified,22.0
2007Q1,D.M.R. Western Garda Division,Public order and other social code offences,732.0
2007Q1,D.M.R. Western Garda Division,Road and traffic offences,3487.0
2007Q1,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",65.0
2007Q1,D.M.R. Western Garda Division,Sexual offences,17.0
2007Q1,D.M.R. Western Garda Division,Theft and related offences,1545.0
2007Q1,D.M.R. Western Garda Division,Weapons and explosives offences,61.0
2007Q2,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",234.0
2007Q2,D.M.R. Western Garda Division,Burglary and related offences,304.0
2007Q2,D.M.R. Western Garda Division,Controlled drug offences,374.0
2007Q2,D.M.R. Western Garda Division,Damage to property and to the environment  offences,898.0
2007Q2,D.M.R. Western Garda Division,Dangerous or negligent acts,2971.0
2007Q2,D.M.R. Western Garda Division,"Fraud, deception and related offences",100.0
2007Q2,D.M.R. Western Garda Division,Homicide & related offences,3.0
2007Q2,D.M.R. Western Garda Division,Kidnapping and related offences,4.0
2007Q2,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",142.0
2007Q2,D.M.R. Western Garda Division,Offences not elsewhere classified,37.0
2007Q2,D.M.R. Western Garda Division,Public order and other social code offences,679.0
2007Q2,D.M.R. Western Garda Division,Road and traffic offences,3645.0
2007Q2,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",43.0
2007Q2,D.M.R. Western Garda Division,Sexual offences,19.0
2007Q2,D.M.R. Western Garda Division,Theft and related offences,1594.0
2007Q2,D.M.R. Western Garda Division,Weapons and explosives offences,84.0
2007Q3,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",225.0
2007Q3,D.M.R. Western Garda Division,Burglary and related offences,336.0
2007Q3,D.M.R. Western Garda Division,Controlled drug offences,342.0
2007Q3,D.M.R. Western Garda Division,Damage to property and to the environment  offences,922.0
2007Q3,D.M.R. Western Garda Division,Dangerous or negligent acts,4142.0
2007Q3,D.M.R. Western Garda Division,"Fraud, deception and related offences",91.0
2007Q3,D.M.R. Western Garda Division,Homicide & related offences,4.0
2007Q3,D.M.R. Western Garda Division,Kidnapping and related offences,4.0
2007Q3,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",150.0
2007Q3,D.M.R. Western Garda Division,Offences not elsewhere classified,22.0
2007Q3,D.M.R. Western Garda Division,Public order and other social code offences,760.0
2007Q3,D.M.R. Western Garda Division,Road and traffic offences,3544.0
2007Q3,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",81.0
2007Q3,D.M.R. Western Garda Division,Sexual offences,40.0
2007Q3,D.M.R. Western Garda Division,Theft and related offences,1748.0
2007Q3,D.M.R. Western Garda Division,Weapons and explosives offences,68.0
2007Q4,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",264.0
2007Q4,D.M.R. Western Garda Division,Burglary and related offences,447.0
2007Q4,D.M.R. Western Garda Division,Controlled drug offences,469.0
2007Q4,D.M.R. Western Garda Division,Damage to property and to the environment  offences,1120.0
2007Q4,D.M.R. Western Garda Division,Dangerous or negligent acts,3008.0
2007Q4,D.M.R. Western Garda Division,"Fraud, deception and related offences",138.0
2007Q4,D.M.R. Western Garda Division,Homicide & related offences,1.0
2007Q4,D.M.R. Western Garda Division,Kidnapping and related offences,1.0
2007Q4,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",133.0
2007Q4,D.M.R. Western Garda Division,Offences not elsewhere classified,17.0
2007Q4,D.M.R. Western Garda Division,Public order and other social code offences,761.0
2007Q4,D.M.R. Western Garda Division,Road and traffic offences,3909.0
2007Q4,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",74.0
2007Q4,D.M.R. Western Garda Division,Sexual offences,27.0
2007Q4,D.M.R. Western Garda Division,Theft and related offences,1973.0
2007Q4,D.M.R. Western Garda Division,Weapons and explosives offences,108.0
2008Q1,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",256.0
2008Q1,D.M.R. Western Garda Division,Burglary and related offences,500.0
2008Q1,D.M.R. Western Garda Division,Controlled drug offences,471.0
2008Q1,D.M.R. Western Garda Division,Damage to property and to the environment  offences,1286.0
2008Q1,D.M.R. Western Garda Division,Dangerous or negligent acts,2169.0
2008Q1,D.M.R. Western Garda Division,"Fraud, deception and related offences",136.0
2008Q1,D.M.R. Western Garda Division,Homicide & related offences,4.0
2008Q1,D.M.R. Western Garda Division,Kidnapping and related offences,4.0
2008Q1,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",153.0
2008Q1,D.M.R. Western Garda Division,Offences not elsewhere classified,30.0
2008Q1,D.M.R. Western Garda Division,Public order and other social code offences,797.0
2008Q1,D.M.R. Western Garda Division,Road and traffic offences,3449.0
2008Q1,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",107.0
2008Q1,D.M.R. Western Garda Division,Sexual offences,32.0
2008Q1,D.M.R. Western Garda Division,Theft and related offences,2055.0
2008Q1,D.M.R. Western Garda Division,Weapons and explosives offences,96.0
2008Q2,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",213.0
2008Q2,D.M.R. Western Garda Division,Burglary and related offences,385.0
2008Q2,D.M.R. Western Garda Division,Controlled drug offences,589.0
2008Q2,D.M.R. Western Garda Division,Damage to property and to the environment  offences,1035.0
2008Q2,D.M.R. Western Garda Division,Dangerous or negligent acts,2099.0
2008Q2,D.M.R. Western Garda Division,"Fraud, deception and related offences",97.0
2008Q2,D.M.R. Western Garda Division,Homicide & related offences,0.0
2008Q2,D.M.R. Western Garda Division,Kidnapping and related offences,2.0
2008Q2,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",163.0
2008Q2,D.M.R. Western Garda Division,Offences not elsewhere classified,43.0
2008Q2,D.M.R. Western Garda Division,Public order and other social code offences,983.0
2008Q2,D.M.R. Western Garda Division,Road and traffic offences,4039.0
