Quarter,Garda Division,Type of Offence,VALUE
2006Q4,D.M.R. Eastern Garda Division,Weapons and explosives offences,18.0
2007Q1,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",117.0
2007Q1,D.M.R. Eastern Garda Division,Burglary and related offences,351.0
2007Q1,D.M.R. Eastern Garda Division,Controlled drug offences,162.0
2007Q1,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,421.0
2007Q1,D.M.R. Eastern Garda Division,Dangerous or negligent acts,182.0
2007Q1,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",51.0
2007Q1,D.M.R. Eastern Garda Division,Homicide & related offences,1.0
2007Q1,D.M.R. Eastern Garda Division,Kidnapping and related offences,0.0
2007Q1,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",65.0
2007Q1,D.M.R. Eastern Garda Division,Offences not elsewhere classified,20.0
2007Q1,D.M.R. Eastern Garda Division,Public order and other social code offences,536.0
2007Q1,D.M.R. Eastern Garda Division,Road and traffic offences,1965.0
2007Q1,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",21.0
2007Q1,D.M.R. Eastern Garda Division,Sexual offences,9.0
2007Q1,D.M.R. Eastern Garda Division,Theft and related offences,679.0
2007Q1,D.M.R. Eastern Garda Division,Weapons and explosives offences,15.0
2007Q2,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",118.0
2007Q2,D.M.R. Eastern Garda Division,Burglary and related offences,258.0
2007Q2,D.M.R. Eastern Garda Division,Controlled drug offences,163.0
2007Q2,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,479.0
2007Q2,D.M.R. Eastern Garda Division,Dangerous or negligent acts,279.0
2007Q2,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",61.0
2007Q2,D.M.R. Eastern Garda Division,Homicide & related offences,0.0
2007Q2,D.M.R. Eastern Garda Division,Kidnapping and related offences,1.0
2007Q2,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",57.0
2007Q2,D.M.R. Eastern Garda Division,Offences not elsewhere classified,9.0
2007Q2,D.M.R. Eastern Garda Division,Public order and other social code offences,629.0
2007Q2,D.M.R. Eastern Garda Division,Road and traffic offences,2077.0
2007Q2,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",24.0
2007Q2,D.M.R. Eastern Garda Division,Sexual offences,9.0
2007Q2,D.M.R. Eastern Garda Division,Theft and related offences,752.0
2007Q2,D.M.R. Eastern Garda Division,Weapons and explosives offences,27.0
2007Q3,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",95.0
2007Q3,D.M.R. Eastern Garda Division,Burglary and related offences,252.0
2007Q3,D.M.R. Eastern Garda Division,Controlled drug offences,155.0
2007Q3,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,407.0
2007Q3,D.M.R. Eastern Garda Division,Dangerous or negligent acts,458.0
2007Q3,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",53.0
2007Q3,D.M.R. Eastern Garda Division,Homicide & related offences,1.0
2007Q3,D.M.R. Eastern Garda Division,Kidnapping and related offences,0.0
2007Q3,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",56.0
2007Q3,D.M.R. Eastern Garda Division,Offences not elsewhere classified,10.0
2007Q3,D.M.R. Eastern Garda Division,Public order and other social code offences,530.0
2007Q3,D.M.R. Eastern Garda Division,Road and traffic offences,2023.0
2007Q3,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",20.0
2007Q3,D.M.R. Eastern Garda Division,Sexual offences,11.0
2007Q3,D.M.R. Eastern Garda Division,Theft and related offences,800.0
2007Q3,D.M.R. Eastern Garda Division,Weapons and explosives offences,20.0
2007Q4,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",111.0
2007Q4,D.M.R. Eastern Garda Division,Burglary and related offences,343.0
2007Q4,D.M.R. Eastern Garda Division,Controlled drug offences,163.0
2007Q4,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,382.0
2007Q4,D.M.R. Eastern Garda Division,Dangerous or negligent acts,384.0
2007Q4,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",44.0
2007Q4,D.M.R. Eastern Garda Division,Homicide & related offences,0.0
2007Q4,D.M.R. Eastern Garda Division,Kidnapping and related offences,1.0
2007Q4,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",67.0
2007Q4,D.M.R. Eastern Garda Division,Offences not elsewhere classified,13.0
2007Q4,D.M.R. Eastern Garda Division,Public order and other social code offences,525.0
2007Q4,D.M.R. Eastern Garda Division,Road and traffic offences,2667.0
2007Q4,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",17.0
2007Q4,D.M.R. Eastern Garda Division,Sexual offences,8.0
2007Q4,D.M.R. Eastern Garda Division,Theft and related offences,687.0
2007Q4,D.M.R. Eastern Garda Division,Weapons and explosives offences,30.0
2008Q1,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",116.0
2008Q1,D.M.R. Eastern Garda Division,Burglary and related offences,383.0
2008Q1,D.M.R. Eastern Garda Division,Controlled drug offences,206.0
2008Q1,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,425.0
2008Q1,D.M.R. Eastern Garda Division,Dangerous or negligent acts,470.0
2008Q1,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",65.0
2008Q1,D.M.R. Eastern Garda Division,Homicide & related offences,0.0
2008Q1,D.M.R. Eastern Garda Division,Kidnapping and related offences,1.0
2008Q1,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",79.0
2008Q1,D.M.R. Eastern Garda Division,Offences not elsewhere classified,11.0
2008Q1,D.M.R. Eastern Garda Division,Public order and other social code offences,586.0
2008Q1,D.M.R. Eastern Garda Division,Road and traffic offences,2501.0
2008Q1,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",28.0
2008Q1,D.M.R. Eastern Garda Division,Sexual offences,9.0
2008Q1,D.M.R. Eastern Garda Division,Theft and related offences,705.0
2008Q1,D.M.R. Eastern Garda Division,Weapons and explosives offences,19.0
2008Q2,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",153.0
2008Q2,D.M.R. Eastern Garda Division,Burglary and related offences,288.0
2008Q2,D.M.R. Eastern Garda Division,Controlled drug offences,198.0
2008Q2,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,436.0
2008Q2,D.M.R. Eastern Garda Division,Dangerous or negligent acts,321.0
2008Q2,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",55.0
2008Q2,D.M.R. Eastern Garda Division,Homicide & related offences,0.0
2008Q2,D.M.R. Eastern Garda Division,Kidnapping and related offences,0.0
2008Q2,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",90.0
2008Q2,D.M.R. Eastern Garda Division,Offences not elsewhere classified,7.0
2008Q2,D.M.R. Eastern Garda Division,Public order and other social code offences,562.0
2008Q2,D.M.R. Eastern Garda Division,Road and traffic offences,2457.0
2008Q2,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",18.0
2008Q2,D.M.R. Eastern Garda Division,Sexual offences,8.0
2008Q2,D.M.R. Eastern Garda Division,Theft and related offences,770.0
2008Q2,D.M.R. Eastern Garda Division,Weapons and explosives offences,26.0
2008Q3,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",104.0
2008Q3,D.M.R. Eastern Garda Division,Burglary and related offences,215.0
2008Q3,D.M.R. Eastern Garda Division,Controlled drug offences,194.0
2008Q3,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,314.0
2008Q3,D.M.R. Eastern Garda Division,Dangerous or negligent acts,406.0
2008Q3,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",70.0
2008Q3,D.M.R. Eastern Garda Division,Homicide & related offences,0.0
2008Q3,D.M.R. Eastern Garda Division,Kidnapping and related offences,0.0
2008Q3,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",141.0
2008Q3,D.M.R. Eastern Garda Division,Offences not elsewhere classified,11.0
