Year,Garda Division,Type of Offence,VALUE,Population
2014,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",412.0,195044
2014,Meath Garda Division,Burglary and related offences,954.0,195044
2014,Meath Garda Division,Controlled drug offences,216.0,195044
2014,Meath Garda Division,Damage to property and to the environment  offences,725.0,195044
2014,Meath Garda Division,Dangerous or negligent acts,1178.0,195044
2014,Meath Garda Division,"Fraud, deception and related offences",124.0,195044
2014,Meath Garda Division,Homicide & related offences,7.0,195044
2014,Meath Garda Division,Kidnapping and related offences,3.0,195044
2014,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",184.0,195044
2014,Meath Garda Division,Offences not elsewhere classified,58.0,195044
2014,Meath Garda Division,Public order and other social code offences,676.0,195044
2014,Meath Garda Division,Road and traffic offences,1430.0,195044
2014,Meath Garda Division,"Robbery, extortion and hijacking offences",55.0,195044
2014,Meath Garda Division,Sexual offences,74.0,195044
2014,Meath Garda Division,Theft and related offences,2439.0,195044
2014,Meath Garda Division,Weapons and explosives offences,52.0,195044
2014,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",385.0,105417
2014,Roscommon-Longford Garda Division,Burglary and related offences,422.0,105417
2014,Roscommon-Longford Garda Division,Controlled drug offences,213.0,105417
2014,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,390.0,105417
2014,Roscommon-Longford Garda Division,Dangerous or negligent acts,1056.0,105417
2014,Roscommon-Longford Garda Division,"Fraud, deception and related offences",113.0,105417
2014,Roscommon-Longford Garda Division,Homicide & related offences,5.0,105417
2014,Roscommon-Longford Garda Division,Kidnapping and related offences,3.0,105417
2014,Roscommon-Longford Garda Division,"Offences against government, justice procedures and organisation of crime",113.0,105417
2014,Roscommon-Longford Garda Division,Offences not elsewhere classified,93.0,105417
2014,Roscommon-Longford Garda Division,Public order and other social code offences,471.0,105417
2014,Roscommon-Longford Garda Division,Road and traffic offences,1850.0,105417
2014,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",11.0,105417
2014,Roscommon-Longford Garda Division,Sexual offences,37.0,105417
2014,Roscommon-Longford Garda Division,Theft and related offences,710.0,105417
2014,Roscommon-Longford Garda Division,Weapons and explosives offences,30.0,105417
2014,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",306.0,97579
2014,Sligo-Leitrim Garda Division,Burglary and related offences,370.0,97579
2014,Sligo-Leitrim Garda Division,Controlled drug offences,174.0,97579
2014,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,514.0,97579
2014,Sligo-Leitrim Garda Division,Dangerous or negligent acts,1580.0,97579
2014,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",81.0,97579
2014,Sligo-Leitrim Garda Division,Homicide & related offences,2.0,97579
2014,Sligo-Leitrim Garda Division,Kidnapping and related offences,1.0,97579
2014,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",129.0,97579
2014,Sligo-Leitrim Garda Division,Offences not elsewhere classified,90.0,97579
2014,Sligo-Leitrim Garda Division,Public order and other social code offences,649.0,97579
2014,Sligo-Leitrim Garda Division,Road and traffic offences,1091.0,97579
2014,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",8.0,97579
2014,Sligo-Leitrim Garda Division,Sexual offences,36.0,97579
2014,Sligo-Leitrim Garda Division,Theft and related offences,796.0,97579
2014,Sligo-Leitrim Garda Division,Weapons and explosives offences,56.0,97579
2014,Tipperary Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",375.0,159553
2014,Tipperary Garda Division,Burglary and related offences,637.0,159553
2014,Tipperary Garda Division,Controlled drug offences,572.0,159553
2014,Tipperary Garda Division,Damage to property and to the environment  offences,532.0,159553
2014,Tipperary Garda Division,Dangerous or negligent acts,1830.0,159553
2014,Tipperary Garda Division,"Fraud, deception and related offences",90.0,159553
2014,Tipperary Garda Division,Homicide & related offences,1.0,159553
2014,Tipperary Garda Division,Kidnapping and related offences,3.0,159553
2014,Tipperary Garda Division,"Offences against government, justice procedures and organisation of crime",139.0,159553
2014,Tipperary Garda Division,Offences not elsewhere classified,99.0,159553
2014,Tipperary Garda Division,Public order and other social code offences,1006.0,159553
2014,Tipperary Garda Division,Road and traffic offences,1935.0,159553
2014,Tipperary Garda Division,"Robbery, extortion and hijacking offences",21.0,159553
2014,Tipperary Garda Division,Sexual offences,63.0,159553
2014,Tipperary Garda Division,Theft and related offences,1430.0,159553
2014,Tipperary Garda Division,Weapons and explosives offences,59.0,159553
2014,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",488.0,116176
2014,Waterford Garda Division,Burglary and related offences,837.0,116176
2014,Waterford Garda Division,Controlled drug offences,436.0,116176
2014,Waterford Garda Division,Damage to property and to the environment  offences,765.0,116176
2014,Waterford Garda Division,Dangerous or negligent acts,1285.0,116176
2014,Waterford Garda Division,"Fraud, deception and related offences",93.0,116176
2014,Waterford Garda Division,Homicide & related offences,6.0,116176
2014,Waterford Garda Division,Kidnapping and related offences,3.0,116176
2014,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",144.0,116176
2014,Waterford Garda Division,Offences not elsewhere classified,75.0,116176
2014,Waterford Garda Division,Public order and other social code offences,988.0,116176
2014,Waterford Garda Division,Road and traffic offences,2386.0,116176
2014,Waterford Garda Division,"Robbery, extortion and hijacking offences",37.0,116176
2014,Waterford Garda Division,Sexual offences,71.0,116176
2014,Waterford Garda Division,Theft and related offences,1871.0,116176
2014,Waterford Garda Division,Weapons and explosives offences,66.0,116176
2014,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",297.0,88770
2014,Westmeath Garda Division,Burglary and related offences,581.0,88770
2014,Westmeath Garda Division,Controlled drug offences,353.0,88770
2014,Westmeath Garda Division,Damage to property and to the environment  offences,552.0,88770
2014,Westmeath Garda Division,Dangerous or negligent acts,1487.0,88770
2014,Westmeath Garda Division,"Fraud, deception and related offences",102.0,88770
2014,Westmeath Garda Division,Homicide & related offences,1.0,88770
2014,Westmeath Garda Division,Kidnapping and related offences,0.0,88770
2014,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",176.0,88770
2014,Westmeath Garda Division,Offences not elsewhere classified,33.0,88770
2014,Westmeath Garda Division,Public order and other social code offences,643.0,88770
2014,Westmeath Garda Division,Road and traffic offences,1543.0,88770
2014,Westmeath Garda Division,"Robbery, extortion and hijacking offences",32.0,88770
2014,Westmeath Garda Division,Sexual offences,29.0,88770
2014,Westmeath Garda Division,Theft and related offences,1188.0,88770
2014,Westmeath Garda Division,Weapons and explosives offences,53.0,88770
2014,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",374.0,149722
2014,Wexford Garda Division,Burglary and related offences,1002.0,149722
2014,Wexford Garda Division,Controlled drug offences,250.0,149722
2014,Wexford Garda Division,Damage to property and to the environment  offences,758.0,149722
2014,Wexford Garda Division,Dangerous or negligent acts,1462.0,149722
2014,Wexford Garda Division,"Fraud, deception and related offences",95.0,149722
2014,Wexford Garda Division,Homicide & related offences,3.0,149722
2014,Wexford Garda Division,Kidnapping and related offences,2.0,149722
2014,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",183.0,149722
2014,Wexford Garda Division,Offences not elsewhere classified,127.0,149722
2014,Wexford Garda Division,Public order and other social code offences,613.0,149722
2014,Wexford Garda Division,Road and traffic offences,1766.0,149722
2014,Wexford Garda Division,"Robbery, extortion and hijacking offences",40.0,149722
2014,Wexford Garda Division,Sexual offences,68.0,149722
2014,Wexford Garda Division,Theft and related offences,1632.0,149722
2014,Wexford Garda Division,Weapons and explosives offences,43.0,149722
2014,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",482.0,142425
2014,Wicklow Garda Division,Burglary and related offences,926.0,142425
2014,Wicklow Garda Division,Controlled drug offences,533.0,142425
2014,Wicklow Garda Division,Damage to property and to the environment  offences,878.0,142425
2014,Wicklow Garda Division,Dangerous or negligent acts,1487.0,142425
2014,Wicklow Garda Division,"Fraud, deception and related offences",150.0,142425
2014,Wicklow Garda Division,Homicide & related offences,3.0,142425
2014,Wicklow Garda Division,Kidnapping and related offences,2.0,142425
2014,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",246.0,142425
2014,Wicklow Garda Division,Offences not elsewhere classified,153.0,142425
2014,Wicklow Garda Division,Public order and other social code offences,932.0,142425
2014,Wicklow Garda Division,Road and traffic offences,1992.0,142425
2014,Wicklow Garda Division,"Robbery, extortion and hijacking offences",44.0,142425
2014,Wicklow Garda Division,Sexual offences,65.0,142425
2014,Wicklow Garda Division,Theft and related offences,2242.0,142425
2014,Wicklow Garda Division,Weapons and explosives offences,64.0,142425
2015,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",535.0,137562
2015,Cavan-Monaghan Garda Division,Burglary and related offences,426.0,137562
2015,Cavan-Monaghan Garda Division,Controlled drug offences,231.0,137562
2015,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,551.0,137562
2015,Cavan-Monaghan Garda Division,Dangerous or negligent acts,1595.0,137562
2015,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",123.0,137562
2015,Cavan-Monaghan Garda Division,Homicide & related offences,2.0,137562
2015,Cavan-Monaghan Garda Division,Kidnapping and related offences,4.0,137562
2015,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",189.0,137562
2015,Cavan-Monaghan Garda Division,Offences not elsewhere classified,72.0,137562
2015,Cavan-Monaghan Garda Division,Public order and other social code offences,876.0,137562
2015,Cavan-Monaghan Garda Division,Road and traffic offences,1729.0,137562
2015,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",18.0,137562
2015,Cavan-Monaghan Garda Division,Sexual offences,62.0,137562
2015,Cavan-Monaghan Garda Division,Theft and related offences,1101.0,137562
2015,Cavan-Monaghan Garda Division,Weapons and explosives offences,43.0,137562
2015,Clare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",374.0,118817
2015,Clare Garda Division,Burglary and related offences,385.0,118817
2015,Clare Garda Division,Controlled drug offences,335.0,118817
2015,Clare Garda Division,Damage to property and to the environment  offences,439.0,118817
2015,Clare Garda Division,Dangerous or negligent acts,852.0,118817
2015,Clare Garda Division,"Fraud, deception and related offences",117.0,118817
2015,Clare Garda Division,Homicide & related offences,0.0,118817
2015,Clare Garda Division,Kidnapping and related offences,1.0,118817
2015,Clare Garda Division,"Offences against government, justice procedures and organisation of crime",285.0,118817
2015,Clare Garda Division,Offences not elsewhere classified,123.0,118817
2015,Clare Garda Division,Public order and other social code offences,693.0,118817
2015,Clare Garda Division,Road and traffic offences,2880.0,118817
2015,Clare Garda Division,"Robbery, extortion and hijacking offences",19.0,118817
2015,Clare Garda Division,Sexual offences,49.0,118817
2015,Clare Garda Division,Theft and related offences,1073.0,118817
2015,Clare Garda Division,Weapons and explosives offences,51.0,118817
2015,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1092.0,542868
2015,Cork City Garda Division,Burglary and related offences,861.0,542868
2015,Cork City Garda Division,Controlled drug offences,995.0,542868
2015,Cork City Garda Division,Damage to property and to the environment  offences,1472.0,542868
2015,Cork City Garda Division,Dangerous or negligent acts,1487.0,542868
2015,Cork City Garda Division,"Fraud, deception and related offences",286.0,542868
2015,Cork City Garda Division,Homicide & related offences,3.0,542868
2015,Cork City Garda Division,Kidnapping and related offences,6.0,542868
2015,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",536.0,542868
2015,Cork City Garda Division,Offences not elsewhere classified,142.0,542868
2015,Cork City Garda Division,Public order and other social code offences,2480.0,542868
2015,Cork City Garda Division,Road and traffic offences,4550.0,542868
2015,Cork City Garda Division,"Robbery, extortion and hijacking offences",117.0,542868
2015,Cork City Garda Division,Sexual offences,113.0,542868
2015,Cork City Garda Division,Theft and related offences,3792.0,542868
2015,Cork City Garda Division,Weapons and explosives offences,113.0,542868
2015,Cork North Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",420.0,542868
2015,Cork North Garda Division,Burglary and related offences,452.0,542868
2015,Cork North Garda Division,Controlled drug offences,366.0,542868
2015,Cork North Garda Division,Damage to property and to the environment  offences,458.0,542868
2015,Cork North Garda Division,Dangerous or negligent acts,1660.0,542868
2015,Cork North Garda Division,"Fraud, deception and related offences",115.0,542868
2015,Cork North Garda Division,Homicide & related offences,5.0,542868
2015,Cork North Garda Division,Kidnapping and related offences,2.0,542868
2015,Cork North Garda Division,"Offences against government, justice procedures and organisation of crime",129.0,542868
2015,Cork North Garda Division,Offences not elsewhere classified,63.0,542868
2015,Cork North Garda Division,Public order and other social code offences,886.0,542868
2015,Cork North Garda Division,Road and traffic offences,3194.0,542868
2015,Cork North Garda Division,"Robbery, extortion and hijacking offences",10.0,542868
2015,Cork North Garda Division,Sexual offences,75.0,542868
2015,Cork North Garda Division,Theft and related offences,1023.0,542868
2015,Cork North Garda Division,Weapons and explosives offences,31.0,542868
2015,Cork West Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",386.0,542868
2015,Cork West Garda Division,Burglary and related offences,186.0,542868
2015,Cork West Garda Division,Controlled drug offences,294.0,542868
2015,Cork West Garda Division,Damage to property and to the environment  offences,302.0,542868
2015,Cork West Garda Division,Dangerous or negligent acts,1096.0,542868
2015,Cork West Garda Division,"Fraud, deception and related offences",135.0,542868
2015,Cork West Garda Division,Homicide & related offences,0.0,542868
2015,Cork West Garda Division,Kidnapping and related offences,1.0,542868
2015,Cork West Garda Division,"Offences against government, justice procedures and organisation of crime",84.0,542868
2015,Cork West Garda Division,Offences not elsewhere classified,79.0,542868
2015,Cork West Garda Division,Public order and other social code offences,571.0,542868
2015,Cork West Garda Division,Road and traffic offences,1888.0,542868
2015,Cork West Garda Division,"Robbery, extortion and hijacking offences",5.0,542868
2015,Cork West Garda Division,Sexual offences,45.0,542868
2015,Cork West Garda Division,Theft and related offences,572.0,542868
2015,Cork West Garda Division,Weapons and explosives offences,14.0,542868
2015,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",513.0,1347359
2015,D.M.R. Eastern Garda Division,Burglary and related offences,2298.0,1347359
2015,D.M.R. Eastern Garda Division,Controlled drug offences,320.0,1347359
2015,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,1094.0,1347359
2015,D.M.R. Eastern Garda Division,Dangerous or negligent acts,994.0,1347359
2015,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",254.0,1347359
2015,D.M.R. Eastern Garda Division,Homicide & related offences,1.0,1347359
2015,D.M.R. Eastern Garda Division,Kidnapping and related offences,10.0,1347359
2015,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",275.0,1347359
2015,D.M.R. Eastern Garda Division,Offences not elsewhere classified,47.0,1347359
2015,D.M.R. Eastern Garda Division,Public order and other social code offences,655.0,1347359
2015,D.M.R. Eastern Garda Division,Road and traffic offences,2000.0,1347359
2015,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",88.0,1347359
2015,D.M.R. Eastern Garda Division,Sexual offences,72.0,1347359
2015,D.M.R. Eastern Garda Division,Theft and related offences,3858.0,1347359
2015,D.M.R. Eastern Garda Division,Weapons and explosives offences,51.0,1347359
2015,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",910.0,1347359
2015,D.M.R. North Central Garda Division,Burglary and related offences,871.0,1347359
2015,D.M.R. North Central Garda Division,Controlled drug offences,1694.0,1347359
2015,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1469.0,1347359
2015,D.M.R. North Central Garda Division,Dangerous or negligent acts,1187.0,1347359
2015,D.M.R. North Central Garda Division,"Fraud, deception and related offences",526.0,1347359
2015,D.M.R. North Central Garda Division,Homicide & related offences,3.0,1347359
2015,D.M.R. North Central Garda Division,Kidnapping and related offences,9.0,1347359
2015,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",3712.0,1347359
2015,D.M.R. North Central Garda Division,Offences not elsewhere classified,98.0,1347359
2015,D.M.R. North Central Garda Division,Public order and other social code offences,4034.0,1347359
2015,D.M.R. North Central Garda Division,Road and traffic offences,2680.0,1347359
2015,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",327.0,1347359
2015,D.M.R. North Central Garda Division,Sexual offences,89.0,1347359
2015,D.M.R. North Central Garda Division,Theft and related offences,8554.0,1347359
2015,D.M.R. North Central Garda Division,Weapons and explosives offences,224.0,1347359
2015,D.M.R. Northern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1033.0,1347359
2015,D.M.R. Northern Garda Division,Burglary and related offences,2175.0,1347359
2015,D.M.R. Northern Garda Division,Controlled drug offences,1081.0,1347359
2015,D.M.R. Northern Garda Division,Damage to property and to the environment  offences,2071.0,1347359
2015,D.M.R. Northern Garda Division,Dangerous or negligent acts,2339.0,1347359
2015,D.M.R. Northern Garda Division,"Fraud, deception and related offences",415.0,1347359
2015,D.M.R. Northern Garda Division,Homicide & related offences,4.0,1347359
2015,D.M.R. Northern Garda Division,Kidnapping and related offences,13.0,1347359
2015,D.M.R. Northern Garda Division,"Offences against government, justice procedures and organisation of crime",389.0,1347359
2015,D.M.R. Northern Garda Division,Offences not elsewhere classified,331.0,1347359
2015,D.M.R. Northern Garda Division,Public order and other social code offences,1093.0,1347359
2015,D.M.R. Northern Garda Division,Road and traffic offences,5037.0,1347359
2015,D.M.R. Northern Garda Division,"Robbery, extortion and hijacking offences",318.0,1347359
2015,D.M.R. Northern Garda Division,Sexual offences,208.0,1347359
2015,D.M.R. Northern Garda Division,Theft and related offences,6185.0,1347359
2015,D.M.R. Northern Garda Division,Weapons and explosives offences,174.0,1347359
2015,D.M.R. South Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1144.0,1347359
2015,D.M.R. South Central Garda Division,Burglary and related offences,1579.0,1347359
2015,D.M.R. South Central Garda Division,Controlled drug offences,958.0,1347359
2015,D.M.R. South Central Garda Division,Damage to property and to the environment  offences,1416.0,1347359
2015,D.M.R. South Central Garda Division,Dangerous or negligent acts,1259.0,1347359
2015,D.M.R. South Central Garda Division,"Fraud, deception and related offences",541.0,1347359
2015,D.M.R. South Central Garda Division,Homicide & related offences,1.0,1347359
2015,D.M.R. South Central Garda Division,Kidnapping and related offences,7.0,1347359
2015,D.M.R. South Central Garda Division,"Offences against government, justice procedures and organisation of crime",143.0,1347359
2015,D.M.R. South Central Garda Division,Offences not elsewhere classified,62.0,1347359
2015,D.M.R. South Central Garda Division,Public order and other social code offences,3539.0,1347359
2015,D.M.R. South Central Garda Division,Road and traffic offences,3546.0,1347359
2015,D.M.R. South Central Garda Division,"Robbery, extortion and hijacking offences",350.0,1347359
2015,D.M.R. South Central Garda Division,Sexual offences,109.0,1347359
2015,D.M.R. South Central Garda Division,Theft and related offences,8753.0,1347359
2015,D.M.R. South Central Garda Division,Weapons and explosives offences,225.0,1347359
2015,D.M.R. Southern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",777.0,1347359
2015,D.M.R. Southern Garda Division,Burglary and related offences,2303.0,1347359
2015,D.M.R. Southern Garda Division,Controlled drug offences,1059.0,1347359
2015,D.M.R. Southern Garda Division,Damage to property and to the environment  offences,1954.0,1347359
2015,D.M.R. Southern Garda Division,Dangerous or negligent acts,935.0,1347359
2015,D.M.R. Southern Garda Division,"Fraud, deception and related offences",317.0,1347359
2015,D.M.R. Southern Garda Division,Homicide & related offences,2.0,1347359
2015,D.M.R. Southern Garda Division,Kidnapping and related offences,13.0,1347359
2015,D.M.R. Southern Garda Division,"Offences against government, justice procedures and organisation of crime",422.0,1347359
2015,D.M.R. Southern Garda Division,Offences not elsewhere classified,37.0,1347359
2015,D.M.R. Southern Garda Division,Public order and other social code offences,1184.0,1347359
2015,D.M.R. Southern Garda Division,Road and traffic offences,3685.0,1347359
2015,D.M.R. Southern Garda Division,"Robbery, extortion and hijacking offences",313.0,1347359
2015,D.M.R. Southern Garda Division,Sexual offences,116.0,1347359
2015,D.M.R. Southern Garda Division,Theft and related offences,4827.0,1347359
2015,D.M.R. Southern Garda Division,Weapons and explosives offences,160.0,1347359
2015,D.M.R. Western Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",837.0,1347359
2015,D.M.R. Western Garda Division,Burglary and related offences,2404.0,1347359
2015,D.M.R. Western Garda Division,Controlled drug offences,1468.0,1347359
2015,D.M.R. Western Garda Division,Damage to property and to the environment  offences,2522.0,1347359
2015,D.M.R. Western Garda Division,Dangerous or negligent acts,4414.0,1347359
2015,D.M.R. Western Garda Division,"Fraud, deception and related offences",407.0,1347359
2015,D.M.R. Western Garda Division,Homicide & related offences,8.0,1347359
2015,D.M.R. Western Garda Division,Kidnapping and related offences,18.0,1347359
2015,D.M.R. Western Garda Division,"Offences against government, justice procedures and organisation of crime",767.0,1347359
2015,D.M.R. Western Garda Division,Offences not elsewhere classified,72.0,1347359
2015,D.M.R. Western Garda Division,Public order and other social code offences,1278.0,1347359
2015,D.M.R. Western Garda Division,Road and traffic offences,5787.0,1347359
2015,D.M.R. Western Garda Division,"Robbery, extortion and hijacking offences",387.0,1347359
2015,D.M.R. Western Garda Division,Sexual offences,163.0,1347359
2015,D.M.R. Western Garda Division,Theft and related offences,6527.0,1347359
2015,D.M.R. Western Garda Division,Weapons and explosives offences,281.0,1347359
2015,Donegal Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",727.0,159192
2015,Donegal Garda Division,Burglary and related offences,324.0,159192
2015,Donegal Garda Division,Controlled drug offences,215.0,159192
2015,Donegal Garda Division,Damage to property and to the environment  offences,671.0,159192
2015,Donegal Garda Division,Dangerous or negligent acts,1708.0,159192
2015,Donegal Garda Division,"Fraud, deception and related offences",116.0,159192
2015,Donegal Garda Division,Homicide & related offences,4.0,159192
2015,Donegal Garda Division,Kidnapping and related offences,3.0,159192
2015,Donegal Garda Division,"Offences against government, justice procedures and organisation of crime",166.0,159192
2015,Donegal Garda Division,Offences not elsewhere classified,121.0,159192
2015,Donegal Garda Division,Public order and other social code offences,1123.0,159192
2015,Donegal Garda Division,Road and traffic offences,2078.0,159192
2015,Donegal Garda Division,"Robbery, extortion and hijacking offences",27.0,159192
2015,Donegal Garda Division,Sexual offences,91.0,159192
2015,Donegal Garda Division,Theft and related offences,938.0,159192
2015,Donegal Garda Division,Weapons and explosives offences,44.0,159192
2015,Galway Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",792.0,258058
2015,Galway Garda Division,Burglary and related offences,896.0,258058
2015,Galway Garda Division,Controlled drug offences,576.0,258058
2015,Galway Garda Division,Damage to property and to the environment  offences,827.0,258058
2015,Galway Garda Division,Dangerous or negligent acts,2757.0,258058
2015,Galway Garda Division,"Fraud, deception and related offences",340.0,258058
2015,Galway Garda Division,Homicide & related offences,2.0,258058
2015,Galway Garda Division,Kidnapping and related offences,4.0,258058
2015,Galway Garda Division,"Offences against government, justice procedures and organisation of crime",335.0,258058
2015,Galway Garda Division,Offences not elsewhere classified,199.0,258058
2015,Galway Garda Division,Public order and other social code offences,1879.0,258058
2015,Galway Garda Division,Road and traffic offences,5140.0,258058
2015,Galway Garda Division,"Robbery, extortion and hijacking offences",37.0,258058
2015,Galway Garda Division,Sexual offences,98.0,258058
2015,Galway Garda Division,Theft and related offences,2310.0,258058
2015,Galway Garda Division,Weapons and explosives offences,55.0,258058
2015,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",474.0,147707
2015,Kerry Garda Division,Burglary and related offences,388.0,147707
2015,Kerry Garda Division,Controlled drug offences,384.0,147707
2015,Kerry Garda Division,Damage to property and to the environment  offences,393.0,147707
2015,Kerry Garda Division,Dangerous or negligent acts,1235.0,147707
2015,Kerry Garda Division,"Fraud, deception and related offences",194.0,147707
2015,Kerry Garda Division,Homicide & related offences,3.0,147707
2015,Kerry Garda Division,Kidnapping and related offences,3.0,147707
2015,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",270.0,147707
2015,Kerry Garda Division,Offences not elsewhere classified,61.0,147707
2015,Kerry Garda Division,Public order and other social code offences,1658.0,147707
2015,Kerry Garda Division,Road and traffic offences,1681.0,147707
2015,Kerry Garda Division,"Robbery, extortion and hijacking offences",18.0,147707
2015,Kerry Garda Division,Sexual offences,71.0,147707
2015,Kerry Garda Division,Theft and related offences,1088.0,147707
2015,Kerry Garda Division,Weapons and explosives offences,53.0,147707
2015,Kildare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",666.0,222504
2015,Kildare Garda Division,Burglary and related offences,1383.0,222504
2015,Kildare Garda Division,Controlled drug offences,329.0,222504
2015,Kildare Garda Division,Damage to property and to the environment  offences,861.0,222504
2015,Kildare Garda Division,Dangerous or negligent acts,3110.0,222504
2015,Kildare Garda Division,"Fraud, deception and related offences",175.0,222504
2015,Kildare Garda Division,Homicide & related offences,12.0,222504
2015,Kildare Garda Division,Kidnapping and related offences,3.0,222504
2015,Kildare Garda Division,"Offences against government, justice procedures and organisation of crime",245.0,222504
2015,Kildare Garda Division,Offences not elsewhere classified,78.0,222504
2015,Kildare Garda Division,Public order and other social code offences,598.0,222504
2015,Kildare Garda Division,Road and traffic offences,2433.0,222504
2015,Kildare Garda Division,"Robbery, extortion and hijacking offences",84.0,222504
2015,Kildare Garda Division,Sexual offences,94.0,222504
2015,Kildare Garda Division,Theft and related offences,2636.0,222504
2015,Kildare Garda Division,Weapons and explosives offences,72.0,222504
2015,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",506.0,156164
2015,Kilkenny-Carlow Garda Division,Burglary and related offences,717.0,156164
2015,Kilkenny-Carlow Garda Division,Controlled drug offences,381.0,156164
2015,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,549.0,156164
2015,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1685.0,156164
2015,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",122.0,156164
2015,Kilkenny-Carlow Garda Division,Homicide & related offences,0.0,156164
2015,Kilkenny-Carlow Garda Division,Kidnapping and related offences,2.0,156164
2015,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",225.0,156164
2015,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,94.0,156164
2015,Kilkenny-Carlow Garda Division,Public order and other social code offences,1177.0,156164
2015,Kilkenny-Carlow Garda Division,Road and traffic offences,2159.0,156164
2015,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",24.0,156164
2015,Kilkenny-Carlow Garda Division,Sexual offences,70.0,156164
2015,Kilkenny-Carlow Garda Division,Theft and related offences,1658.0,156164
2015,Kilkenny-Carlow Garda Division,Weapons and explosives offences,39.0,156164
2015,Laois-Offaly Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",592.0,162658
2015,Laois-Offaly Garda Division,Burglary and related offences,976.0,162658
2015,Laois-Offaly Garda Division,Controlled drug offences,540.0,162658
2015,Laois-Offaly Garda Division,Damage to property and to the environment  offences,806.0,162658
2015,Laois-Offaly Garda Division,Dangerous or negligent acts,912.0,162658
2015,Laois-Offaly Garda Division,"Fraud, deception and related offences",126.0,162658
2015,Laois-Offaly Garda Division,Homicide & related offences,2.0,162658
2015,Laois-Offaly Garda Division,Kidnapping and related offences,7.0,162658
2015,Laois-Offaly Garda Division,"Offences against government, justice procedures and organisation of crime",225.0,162658
2015,Laois-Offaly Garda Division,Offences not elsewhere classified,93.0,162658
2015,Laois-Offaly Garda Division,Public order and other social code offences,647.0,162658
2015,Laois-Offaly Garda Division,Road and traffic offences,1984.0,162658
2015,Laois-Offaly Garda Division,"Robbery, extortion and hijacking offences",29.0,162658
2015,Laois-Offaly Garda Division,Sexual offences,67.0,162658
2015,Laois-Offaly Garda Division,Theft and related offences,2124.0,162658
