Year,Garda Division,Type of Offence,VALUE,Population
2003,Wexford Garda Division,Burglary and related offences,753.0,116596
2003,Wexford Garda Division,Controlled drug offences,199.0,116596
2003,Wexford Garda Division,Damage to property and to the environment  offences,606.0,116596
2003,Wexford Garda Division,Dangerous or negligent acts,524.0,116596
2003,Wexford Garda Division,"Fraud, deception and related offences",115.0,116596
2003,Wexford Garda Division,Homicide & related offences,2.0,116596
2003,Wexford Garda Division,Kidnapping and related offences,2.0,116596
2003,Wexford Garda Division,"Offences against government, justice procedures and organisation of crime",154.0,116596
2003,Wexford Garda Division,Offences not elsewhere classified,29.0,116596
2003,Wexford Garda Division,Public order and other social code offences,859.0,116596
2003,Wexford Garda Division,Road and traffic offences,848.0,116596
2003,Wexford Garda Division,"Robbery, extortion and hijacking offences",26.0,116596
2003,Wexford Garda Division,Sexual offences,53.0,116596
2003,Wexford Garda Division,Theft and related offences,1271.0,116596
2003,Wexford Garda Division,Weapons and explosives offences,30.0,116596
2003,Wicklow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",286.0,114676
2003,Wicklow Garda Division,Burglary and related offences,1142.0,114676
2003,Wicklow Garda Division,Controlled drug offences,201.0,114676
2003,Wicklow Garda Division,Damage to property and to the environment  offences,988.0,114676
2003,Wicklow Garda Division,Dangerous or negligent acts,706.0,114676
2003,Wicklow Garda Division,"Fraud, deception and related offences",60.0,114676
2003,Wicklow Garda Division,Homicide & related offences,4.0,114676
2003,Wicklow Garda Division,Kidnapping and related offences,3.0,114676
2003,Wicklow Garda Division,"Offences against government, justice procedures and organisation of crime",139.0,114676
2003,Wicklow Garda Division,Offences not elsewhere classified,34.0,114676
2003,Wicklow Garda Division,Public order and other social code offences,1023.0,114676
2003,Wicklow Garda Division,Road and traffic offences,1225.0,114676
2003,Wicklow Garda Division,"Robbery, extortion and hijacking offences",37.0,114676
2003,Wicklow Garda Division,Sexual offences,46.0,114676
2003,Wicklow Garda Division,Theft and related offences,1886.0,114676
2003,Wicklow Garda Division,Weapons and explosives offences,36.0,114676
2004,Cavan-Monaghan Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",630.0,109139
2004,Cavan-Monaghan Garda Division,Burglary and related offences,393.0,109139
2004,Cavan-Monaghan Garda Division,Controlled drug offences,186.0,109139
2004,Cavan-Monaghan Garda Division,Damage to property and to the environment  offences,693.0,109139
2004,Cavan-Monaghan Garda Division,Dangerous or negligent acts,1063.0,109139
2004,Cavan-Monaghan Garda Division,"Fraud, deception and related offences",126.0,109139
2004,Cavan-Monaghan Garda Division,Homicide & related offences,6.0,109139
2004,Cavan-Monaghan Garda Division,Kidnapping and related offences,5.0,109139
2004,Cavan-Monaghan Garda Division,"Offences against government, justice procedures and organisation of crime",190.0,109139
2004,Cavan-Monaghan Garda Division,Offences not elsewhere classified,60.0,109139
2004,Cavan-Monaghan Garda Division,Public order and other social code offences,1661.0,109139
2004,Cavan-Monaghan Garda Division,Road and traffic offences,1297.0,109139
2004,Cavan-Monaghan Garda Division,"Robbery, extortion and hijacking offences",14.0,109139
2004,Cavan-Monaghan Garda Division,Sexual offences,38.0,109139
2004,Cavan-Monaghan Garda Division,Theft and related offences,978.0,109139
2004,Cavan-Monaghan Garda Division,Weapons and explosives offences,25.0,109139
2004,Clare Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",284.0,103277
2004,Clare Garda Division,Burglary and related offences,279.0,103277
2004,Clare Garda Division,Controlled drug offences,209.0,103277
2004,Clare Garda Division,Damage to property and to the environment  offences,689.0,103277
2004,Clare Garda Division,Dangerous or negligent acts,571.0,103277
2004,Clare Garda Division,"Fraud, deception and related offences",60.0,103277
2004,Clare Garda Division,Homicide & related offences,3.0,103277
2004,Clare Garda Division,Kidnapping and related offences,1.0,103277
2004,Clare Garda Division,"Offences against government, justice procedures and organisation of crime",66.0,103277
2004,Clare Garda Division,Offences not elsewhere classified,47.0,103277
2004,Clare Garda Division,Public order and other social code offences,825.0,103277
2004,Clare Garda Division,Road and traffic offences,1220.0,103277
2004,Clare Garda Division,"Robbery, extortion and hijacking offences",17.0,103277
2004,Clare Garda Division,Sexual offences,46.0,103277
2004,Clare Garda Division,Theft and related offences,1049.0,103277
2004,Clare Garda Division,Weapons and explosives offences,45.0,103277
2004,Cork City Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",820.0,447829
2004,Cork City Garda Division,Burglary and related offences,1066.0,447829
2004,Cork City Garda Division,Controlled drug offences,764.0,447829
2004,Cork City Garda Division,Damage to property and to the environment  offences,2562.0,447829
2004,Cork City Garda Division,Dangerous or negligent acts,1261.0,447829
2004,Cork City Garda Division,"Fraud, deception and related offences",183.0,447829
2004,Cork City Garda Division,Homicide & related offences,2.0,447829
2004,Cork City Garda Division,Kidnapping and related offences,2.0,447829
2004,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",364.0,447829
2004,Cork City Garda Division,Offences not elsewhere classified,26.0,447829
2004,Cork City Garda Division,Public order and other social code offences,3631.0,447829
2004,Cork City Garda Division,Road and traffic offences,3486.0,447829
2004,Cork City Garda Division,"Robbery, extortion and hijacking offences",164.0,447829
2004,Cork City Garda Division,Sexual offences,88.0,447829
2004,Cork City Garda Division,Theft and related offences,4698.0,447829
2004,Cork City Garda Division,Weapons and explosives offences,144.0,447829
2004,Cork North Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",368.0,447829
2004,Cork North Garda Division,Burglary and related offences,375.0,447829
2004,Cork North Garda Division,Controlled drug offences,369.0,447829
2004,Cork North Garda Division,Damage to property and to the environment  offences,708.0,447829
2004,Cork North Garda Division,Dangerous or negligent acts,589.0,447829
2004,Cork North Garda Division,"Fraud, deception and related offences",92.0,447829
2004,Cork North Garda Division,Homicide & related offences,0.0,447829
2004,Cork North Garda Division,Kidnapping and related offences,0.0,447829
2004,Cork North Garda Division,"Offences against government, justice procedures and organisation of crime",92.0,447829
2004,Cork North Garda Division,Offences not elsewhere classified,29.0,447829
2004,Cork North Garda Division,Public order and other social code offences,1157.0,447829
2004,Cork North Garda Division,Road and traffic offences,854.0,447829
2004,Cork North Garda Division,"Robbery, extortion and hijacking offences",9.0,447829
2004,Cork North Garda Division,Sexual offences,16.0,447829
2004,Cork North Garda Division,Theft and related offences,929.0,447829
2004,Cork North Garda Division,Weapons and explosives offences,34.0,447829
2004,Cork West Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",310.0,447829
2004,Cork West Garda Division,Burglary and related offences,275.0,447829
2004,Cork West Garda Division,Controlled drug offences,194.0,447829
2004,Cork West Garda Division,Damage to property and to the environment  offences,515.0,447829
2004,Cork West Garda Division,Dangerous or negligent acts,421.0,447829
2004,Cork West Garda Division,"Fraud, deception and related offences",33.0,447829
2004,Cork West Garda Division,Homicide & related offences,5.0,447829
2004,Cork West Garda Division,Kidnapping and related offences,0.0,447829
2004,Cork West Garda Division,"Offences against government, justice procedures and organisation of crime",47.0,447829
2004,Cork West Garda Division,Offences not elsewhere classified,42.0,447829
2004,Cork West Garda Division,Public order and other social code offences,863.0,447829
2004,Cork West Garda Division,Road and traffic offences,728.0,447829
2004,Cork West Garda Division,"Robbery, extortion and hijacking offences",5.0,447829
2004,Cork West Garda Division,Sexual offences,34.0,447829
2004,Cork West Garda Division,Theft and related offences,765.0,447829
2004,Cork West Garda Division,Weapons and explosives offences,27.0,447829
2004,D.M.R. Eastern Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",305.0,1122821
2004,D.M.R. Eastern Garda Division,Burglary and related offences,1563.0,1122821
2004,D.M.R. Eastern Garda Division,Controlled drug offences,393.0,1122821
2004,D.M.R. Eastern Garda Division,Damage to property and to the environment  offences,1455.0,1122821
2004,D.M.R. Eastern Garda Division,Dangerous or negligent acts,353.0,1122821
2004,D.M.R. Eastern Garda Division,"Fraud, deception and related offences",86.0,1122821
2004,D.M.R. Eastern Garda Division,Homicide & related offences,3.0,1122821
2004,D.M.R. Eastern Garda Division,Kidnapping and related offences,2.0,1122821
2004,D.M.R. Eastern Garda Division,"Offences against government, justice procedures and organisation of crime",162.0,1122821
2004,D.M.R. Eastern Garda Division,Offences not elsewhere classified,26.0,1122821
2004,D.M.R. Eastern Garda Division,Public order and other social code offences,1373.0,1122821
2004,D.M.R. Eastern Garda Division,Road and traffic offences,2308.0,1122821
2004,D.M.R. Eastern Garda Division,"Robbery, extortion and hijacking offences",169.0,1122821
2004,D.M.R. Eastern Garda Division,Sexual offences,45.0,1122821
2004,D.M.R. Eastern Garda Division,Theft and related offences,3067.0,1122821
2004,D.M.R. Eastern Garda Division,Weapons and explosives offences,32.0,1122821
2004,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",648.0,1122821
2004,D.M.R. North Central Garda Division,Burglary and related offences,1072.0,1122821
2004,D.M.R. North Central Garda Division,Controlled drug offences,470.0,1122821
