Quarter,Garda Division,Type of Offence,VALUE
2007Q4,Waterford Garda Division,Sexual offences,5.0
2007Q4,Waterford Garda Division,Theft and related offences,535.0
2007Q4,Waterford Garda Division,Weapons and explosives offences,27.0
2008Q1,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",155.0
2008Q1,Waterford Garda Division,Burglary and related offences,128.0
2008Q1,Waterford Garda Division,Controlled drug offences,190.0
2008Q1,Waterford Garda Division,Damage to property and to the environment  offences,348.0
2008Q1,Waterford Garda Division,Dangerous or negligent acts,306.0
2008Q1,Waterford Garda Division,"Fraud, deception and related offences",36.0
2008Q1,Waterford Garda Division,Homicide & related offences,1.0
2008Q1,Waterford Garda Division,Kidnapping and related offences,1.0
2008Q1,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",92.0
2008Q1,Waterford Garda Division,Offences not elsewhere classified,25.0
2008Q1,Waterford Garda Division,Public order and other social code offences,587.0
2008Q1,Waterford Garda Division,Road and traffic offences,1044.0
2008Q1,Waterford Garda Division,"Robbery, extortion and hijacking offences",10.0
2008Q1,Waterford Garda Division,Sexual offences,20.0
2008Q1,Waterford Garda Division,Theft and related offences,539.0
2008Q1,Waterford Garda Division,Weapons and explosives offences,24.0
2008Q2,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",203.0
2008Q2,Waterford Garda Division,Burglary and related offences,185.0
2008Q2,Waterford Garda Division,Controlled drug offences,203.0
2008Q2,Waterford Garda Division,Damage to property and to the environment  offences,336.0
2008Q2,Waterford Garda Division,Dangerous or negligent acts,370.0
2008Q2,Waterford Garda Division,"Fraud, deception and related offences",44.0
2008Q2,Waterford Garda Division,Homicide & related offences,2.0
2008Q2,Waterford Garda Division,Kidnapping and related offences,0.0
2008Q2,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",108.0
2008Q2,Waterford Garda Division,Offences not elsewhere classified,17.0
2008Q2,Waterford Garda Division,Public order and other social code offences,643.0
2008Q2,Waterford Garda Division,Road and traffic offences,1145.0
2008Q2,Waterford Garda Division,"Robbery, extortion and hijacking offences",8.0
2008Q2,Waterford Garda Division,Sexual offences,13.0
2008Q2,Waterford Garda Division,Theft and related offences,602.0
2008Q2,Waterford Garda Division,Weapons and explosives offences,23.0
2008Q3,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",127.0
2008Q3,Waterford Garda Division,Burglary and related offences,181.0
2008Q3,Waterford Garda Division,Controlled drug offences,259.0
2008Q3,Waterford Garda Division,Damage to property and to the environment  offences,319.0
2008Q3,Waterford Garda Division,Dangerous or negligent acts,310.0
2008Q3,Waterford Garda Division,"Fraud, deception and related offences",24.0
2008Q3,Waterford Garda Division,Homicide & related offences,0.0
2008Q3,Waterford Garda Division,Kidnapping and related offences,1.0
2008Q3,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",94.0
2008Q3,Waterford Garda Division,Offences not elsewhere classified,23.0
2008Q3,Waterford Garda Division,Public order and other social code offences,572.0
2008Q3,Waterford Garda Division,Road and traffic offences,911.0
2008Q3,Waterford Garda Division,"Robbery, extortion and hijacking offences",12.0
2008Q3,Waterford Garda Division,Sexual offences,13.0
2008Q3,Waterford Garda Division,Theft and related offences,588.0
2008Q3,Waterford Garda Division,Weapons and explosives offences,46.0
2008Q4,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",118.0
2008Q4,Waterford Garda Division,Burglary and related offences,208.0
2008Q4,Waterford Garda Division,Controlled drug offences,199.0
2008Q4,Waterford Garda Division,Damage to property and to the environment  offences,321.0
2008Q4,Waterford Garda Division,Dangerous or negligent acts,323.0
2008Q4,Waterford Garda Division,"Fraud, deception and related offences",22.0
2008Q4,Waterford Garda Division,Homicide & related offences,0.0
2008Q4,Waterford Garda Division,Kidnapping and related offences,0.0
2008Q4,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",78.0
2008Q4,Waterford Garda Division,Offences not elsewhere classified,21.0
2008Q4,Waterford Garda Division,Public order and other social code offences,546.0
2008Q4,Waterford Garda Division,Road and traffic offences,1210.0
2008Q4,Waterford Garda Division,"Robbery, extortion and hijacking offences",7.0
2008Q4,Waterford Garda Division,Sexual offences,13.0
2008Q4,Waterford Garda Division,Theft and related offences,575.0
2008Q4,Waterford Garda Division,Weapons and explosives offences,37.0
2009Q1,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",156.0
2009Q1,Waterford Garda Division,Burglary and related offences,186.0
2009Q1,Waterford Garda Division,Controlled drug offences,325.0
2009Q1,Waterford Garda Division,Damage to property and to the environment  offences,307.0
2009Q1,Waterford Garda Division,Dangerous or negligent acts,341.0
2009Q1,Waterford Garda Division,"Fraud, deception and related offences",46.0
2009Q1,Waterford Garda Division,Homicide & related offences,0.0
2009Q1,Waterford Garda Division,Kidnapping and related offences,0.0
2009Q1,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",59.0
2009Q1,Waterford Garda Division,Offences not elsewhere classified,19.0
2009Q1,Waterford Garda Division,Public order and other social code offences,499.0
2009Q1,Waterford Garda Division,Road and traffic offences,1038.0
2009Q1,Waterford Garda Division,"Robbery, extortion and hijacking offences",15.0
2009Q1,Waterford Garda Division,Sexual offences,20.0
2009Q1,Waterford Garda Division,Theft and related offences,513.0
2009Q1,Waterford Garda Division,Weapons and explosives offences,37.0
2009Q2,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",174.0
2009Q2,Waterford Garda Division,Burglary and related offences,178.0
2009Q2,Waterford Garda Division,Controlled drug offences,225.0
2009Q2,Waterford Garda Division,Damage to property and to the environment  offences,314.0
2009Q2,Waterford Garda Division,Dangerous or negligent acts,659.0
2009Q2,Waterford Garda Division,"Fraud, deception and related offences",23.0
2009Q2,Waterford Garda Division,Homicide & related offences,0.0
2009Q2,Waterford Garda Division,Kidnapping and related offences,0.0
2009Q2,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",85.0
2009Q2,Waterford Garda Division,Offences not elsewhere classified,12.0
2009Q2,Waterford Garda Division,Public order and other social code offences,515.0
2009Q2,Waterford Garda Division,Road and traffic offences,910.0
2009Q2,Waterford Garda Division,"Robbery, extortion and hijacking offences",12.0
2009Q2,Waterford Garda Division,Sexual offences,13.0
2009Q2,Waterford Garda Division,Theft and related offences,525.0
2009Q2,Waterford Garda Division,Weapons and explosives offences,33.0
2009Q3,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",172.0
2009Q3,Waterford Garda Division,Burglary and related offences,245.0
2009Q3,Waterford Garda Division,Controlled drug offences,244.0
2009Q3,Waterford Garda Division,Damage to property and to the environment  offences,350.0
2009Q3,Waterford Garda Division,Dangerous or negligent acts,447.0
2009Q3,Waterford Garda Division,"Fraud, deception and related offences",25.0
2009Q3,Waterford Garda Division,Homicide & related offences,0.0
2009Q3,Waterford Garda Division,Kidnapping and related offences,1.0
2009Q3,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",74.0
2009Q3,Waterford Garda Division,Offences not elsewhere classified,17.0
2009Q3,Waterford Garda Division,Public order and other social code offences,543.0
2009Q3,Waterford Garda Division,Road and traffic offences,833.0
2009Q3,Waterford Garda Division,"Robbery, extortion and hijacking offences",14.0
2009Q3,Waterford Garda Division,Sexual offences,9.0
2009Q3,Waterford Garda Division,Theft and related offences,567.0
