Year,Garda Division,Type of Offence,VALUE
2016,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",233.0
2016,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,47.0
2016,Kilkenny-Carlow Garda Division,Public order and other social code offences,1053.0
2016,Kilkenny-Carlow Garda Division,Road and traffic offences,1930.0
2016,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",28.0
2016,Kilkenny-Carlow Garda Division,Sexual offences,78.0
2016,Kilkenny-Carlow Garda Division,Theft and related offences,1371.0
2016,Kilkenny-Carlow Garda Division,Weapons and explosives offences,41.0
2017,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",522.0
2017,Kilkenny-Carlow Garda Division,Burglary and related offences,442.0
2017,Kilkenny-Carlow Garda Division,Controlled drug offences,466.0
2017,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,514.0
2017,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1122.0
2017,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",156.0
2017,Kilkenny-Carlow Garda Division,Homicide & related offences,3.0
2017,Kilkenny-Carlow Garda Division,Kidnapping and related offences,1.0
2017,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",263.0
2017,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,80.0
2017,Kilkenny-Carlow Garda Division,Public order and other social code offences,1169.0
2017,Kilkenny-Carlow Garda Division,Road and traffic offences,1953.0
2017,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",27.0
2017,Kilkenny-Carlow Garda Division,Sexual offences,109.0
2017,Kilkenny-Carlow Garda Division,Theft and related offences,1489.0
2017,Kilkenny-Carlow Garda Division,Weapons and explosives offences,38.0
2018,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",493.0
2018,Kilkenny-Carlow Garda Division,Burglary and related offences,410.0
2018,Kilkenny-Carlow Garda Division,Controlled drug offences,589.0
2018,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,467.0
2018,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1128.0
2018,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",128.0
2018,Kilkenny-Carlow Garda Division,Homicide & related offences,0.0
2018,Kilkenny-Carlow Garda Division,Kidnapping and related offences,2.0
2018,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",397.0
2018,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,69.0
2018,Kilkenny-Carlow Garda Division,Public order and other social code offences,1125.0
2018,Kilkenny-Carlow Garda Division,Road and traffic offences,1958.0
2018,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",22.0
2018,Kilkenny-Carlow Garda Division,Sexual offences,97.0
2018,Kilkenny-Carlow Garda Division,Theft and related offences,1224.0
2018,Kilkenny-Carlow Garda Division,Weapons and explosives offences,53.0
2019,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",451.0
2019,Kilkenny-Carlow Garda Division,Burglary and related offences,355.0
2019,Kilkenny-Carlow Garda Division,Controlled drug offences,601.0
2019,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,388.0
2019,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1101.0
2019,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",163.0
2019,Kilkenny-Carlow Garda Division,Homicide & related offences,0.0
2019,Kilkenny-Carlow Garda Division,Kidnapping and related offences,3.0
2019,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",328.0
2019,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,70.0
2019,Kilkenny-Carlow Garda Division,Public order and other social code offences,1134.0
2019,Kilkenny-Carlow Garda Division,Road and traffic offences,1526.0
2019,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",23.0
2019,Kilkenny-Carlow Garda Division,Sexual offences,100.0
2019,Kilkenny-Carlow Garda Division,Theft and related offences,1247.0
2019,Kilkenny-Carlow Garda Division,Weapons and explosives offences,50.0
2020,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",400.0
2020,Kilkenny-Carlow Garda Division,Burglary and related offences,234.0
2020,Kilkenny-Carlow Garda Division,Controlled drug offences,661.0
2020,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,399.0
2020,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,985.0
2020,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",166.0
2020,Kilkenny-Carlow Garda Division,Homicide & related offences,4.0
2020,Kilkenny-Carlow Garda Division,Kidnapping and related offences,1.0
2020,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",298.0
2020,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,81.0
2020,Kilkenny-Carlow Garda Division,Public order and other social code offences,913.0
2020,Kilkenny-Carlow Garda Division,Road and traffic offences,1620.0
2020,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",22.0
2020,Kilkenny-Carlow Garda Division,Sexual offences,157.0
2020,Kilkenny-Carlow Garda Division,Theft and related offences,823.0
2020,Kilkenny-Carlow Garda Division,Weapons and explosives offences,66.0
2021,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",426.0
2021,Kilkenny-Carlow Garda Division,Burglary and related offences,208.0
2021,Kilkenny-Carlow Garda Division,Controlled drug offences,583.0
2021,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,399.0
2021,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1084.0
2021,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",430.0
2021,Kilkenny-Carlow Garda Division,Homicide & related offences,1.0
2021,Kilkenny-Carlow Garda Division,Kidnapping and related offences,9.0
2021,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",219.0
2021,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,49.0
2021,Kilkenny-Carlow Garda Division,Public order and other social code offences,1068.0
2021,Kilkenny-Carlow Garda Division,Road and traffic offences,1571.0
2021,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",27.0
2021,Kilkenny-Carlow Garda Division,Sexual offences,98.0
2021,Kilkenny-Carlow Garda Division,Theft and related offences,778.0
2021,Kilkenny-Carlow Garda Division,Weapons and explosives offences,56.0
2022,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",546.0
2022,Kilkenny-Carlow Garda Division,Burglary and related offences,222.0
2022,Kilkenny-Carlow Garda Division,Controlled drug offences,442.0
2022,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,489.0
2022,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,895.0
2022,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",238.0
