Year,Garda Division,Type of Offence,VALUE
2016,D.M.R. North Central Garda Division,Road and traffic offences,2337.0
2016,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",230.0
2016,D.M.R. North Central Garda Division,Sexual offences,103.0
2016,D.M.R. North Central Garda Division,Theft and related offences,7818.0
2016,D.M.R. North Central Garda Division,Weapons and explosives offences,168.0
2017,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1018.0
2017,D.M.R. North Central Garda Division,Burglary and related offences,845.0
2017,D.M.R. North Central Garda Division,Controlled drug offences,1010.0
2017,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1245.0
2017,D.M.R. North Central Garda Division,Dangerous or negligent acts,1307.0
2017,D.M.R. North Central Garda Division,"Fraud, deception and related offences",455.0
2017,D.M.R. North Central Garda Division,Homicide & related offences,4.0
2017,D.M.R. North Central Garda Division,Kidnapping and related offences,7.0
2017,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",5079.0
2017,D.M.R. North Central Garda Division,Offences not elsewhere classified,192.0
2017,D.M.R. North Central Garda Division,Public order and other social code offences,2715.0
2017,D.M.R. North Central Garda Division,Road and traffic offences,2417.0
2017,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",237.0
2017,D.M.R. North Central Garda Division,Sexual offences,102.0
2017,D.M.R. North Central Garda Division,Theft and related offences,7695.0
2017,D.M.R. North Central Garda Division,Weapons and explosives offences,212.0
2018,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1205.0
2018,D.M.R. North Central Garda Division,Burglary and related offences,770.0
2018,D.M.R. North Central Garda Division,Controlled drug offences,1210.0
2018,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1136.0
2018,D.M.R. North Central Garda Division,Dangerous or negligent acts,941.0
2018,D.M.R. North Central Garda Division,"Fraud, deception and related offences",580.0
2018,D.M.R. North Central Garda Division,Homicide & related offences,3.0
2018,D.M.R. North Central Garda Division,Kidnapping and related offences,9.0
2018,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",5901.0
2018,D.M.R. North Central Garda Division,Offences not elsewhere classified,188.0
2018,D.M.R. North Central Garda Division,Public order and other social code offences,2563.0
2018,D.M.R. North Central Garda Division,Road and traffic offences,3110.0
2018,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",285.0
2018,D.M.R. North Central Garda Division,Sexual offences,129.0
2018,D.M.R. North Central Garda Division,Theft and related offences,7439.0
2018,D.M.R. North Central Garda Division,Weapons and explosives offences,271.0
2019,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1317.0
2019,D.M.R. North Central Garda Division,Burglary and related offences,598.0
2019,D.M.R. North Central Garda Division,Controlled drug offences,1343.0
2019,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1078.0
2019,D.M.R. North Central Garda Division,Dangerous or negligent acts,1149.0
2019,D.M.R. North Central Garda Division,"Fraud, deception and related offences",648.0
2019,D.M.R. North Central Garda Division,Homicide & related offences,2.0
2019,D.M.R. North Central Garda Division,Kidnapping and related offences,5.0
2019,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",6633.0
2019,D.M.R. North Central Garda Division,Offences not elsewhere classified,217.0
2019,D.M.R. North Central Garda Division,Public order and other social code offences,2648.0
2019,D.M.R. North Central Garda Division,Road and traffic offences,2895.0
2019,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",269.0
2019,D.M.R. North Central Garda Division,Sexual offences,142.0
2019,D.M.R. North Central Garda Division,Theft and related offences,7309.0
2019,D.M.R. North Central Garda Division,Weapons and explosives offences,248.0
2020,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1128.0
2020,D.M.R. North Central Garda Division,Burglary and related offences,553.0
2020,D.M.R. North Central Garda Division,Controlled drug offences,1437.0
2020,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1153.0
2020,D.M.R. North Central Garda Division,Dangerous or negligent acts,1272.0
2020,D.M.R. North Central Garda Division,"Fraud, deception and related offences",468.0
2020,D.M.R. North Central Garda Division,Homicide & related offences,4.0
2020,D.M.R. North Central Garda Division,Kidnapping and related offences,6.0
2020,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",2241.0
2020,D.M.R. North Central Garda Division,Offences not elsewhere classified,129.0
2020,D.M.R. North Central Garda Division,Public order and other social code offences,2891.0
2020,D.M.R. North Central Garda Division,Road and traffic offences,2750.0
2020,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",211.0
2020,D.M.R. North Central Garda Division,Sexual offences,109.0
2020,D.M.R. North Central Garda Division,Theft and related offences,4645.0
2020,D.M.R. North Central Garda Division,Weapons and explosives offences,266.0
2021,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1138.0
2021,D.M.R. North Central Garda Division,Burglary and related offences,471.0
2021,D.M.R. North Central Garda Division,Controlled drug offences,1121.0
2021,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1116.0
2021,D.M.R. North Central Garda Division,Dangerous or negligent acts,1187.0
2021,D.M.R. North Central Garda Division,"Fraud, deception and related offences",777.0
2021,D.M.R. North Central Garda Division,Homicide & related offences,3.0
2021,D.M.R. North Central Garda Division,Kidnapping and related offences,6.0
2021,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",3062.0
2021,D.M.R. North Central Garda Division,Offences not elsewhere classified,158.0
2021,D.M.R. North Central Garda Division,Public order and other social code offences,3581.0
2021,D.M.R. North Central Garda Division,Road and traffic offences,2260.0
2021,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",233.0
2021,D.M.R. North Central Garda Division,Sexual offences,164.0
2021,D.M.R. North Central Garda Division,Theft and related offences,4136.0
2021,D.M.R. North Central Garda Division,Weapons and explosives offences,256.0
2022,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1207.0
2022,D.M.R. North Central Garda Division,Burglary and related offences,516.0
2022,D.M.R. North Central Garda Division,Controlled drug offences,1397.0
2022,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1350.0
2022,D.M.R. North Central Garda Division,Dangerous or negligent acts,907.0
2022,D.M.R. North Central Garda Division,"Fraud, deception and related offences",636.0
2022,D.M.R. North Central Garda Division,Homicide & related offences,4.0
2022,D.M.R. North Central Garda Division,Kidnapping and related offences,6.0
2022,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",5163.0
2022,D.M.R. North Central Garda Division,Offences not elsewhere classified,127.0
2022,D.M.R. North Central Garda Division,Public order and other social code offences,3256.0
2022,D.M.R. North Central Garda Division,Road and traffic offences,2291.0
2022,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",233.0
2022,D.M.R. North Central Garda Division,Sexual offences,171.0
2022,D.M.R. North Central Garda Division,Theft and related offences,5718.0
2022,D.M.R. North Central Garda Division,Weapons and explosives offences,290.0
2023,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1541.0
2023,D.M.R. North Central Garda Division,Burglary and related offences,618.0
2023,D.M.R. North Central Garda Division,Controlled drug offences,1495.0
2023,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1401.0
2023,D.M.R. North Central Garda Division,Dangerous or negligent acts,932.0
2023,D.M.R. North Central Garda Division,"Fraud, deception and related offences",300.0
2023,D.M.R. North Central Garda Division,Homicide & related offences,3.0
2023,D.M.R. North Central Garda Division,Kidnapping and related offences,8.0
2023,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",5487.0
2023,D.M.R. North Central Garda Division,Offences not elsewhere classified,102.0
2023,D.M.R. North Central Garda Division,Public order and other social code offences,2965.0
2023,D.M.R. North Central Garda Division,Road and traffic offences,2097.0
2023,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",247.0
2023,D.M.R. North Central Garda Division,Sexual offences,173.0
2023,D.M.R. North Central Garda Division,Theft and related offences,6993.0
2023,D.M.R. North Central Garda Division,Weapons and explosives offences,346.0
2024,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1785.0
2024,D.M.R. North Central Garda Division,Burglary and related offences,541.0
2024,D.M.R. North Central Garda Division,Controlled drug offences,1579.0
2024,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,1524.0
2024,D.M.R. North Central Garda Division,Dangerous or negligent acts,737.0
2024,D.M.R. North Central Garda Division,"Fraud, deception and related offences",0.0
2024,D.M.R. North Central Garda Division,Homicide & related offences,1.0
2024,D.M.R. North Central Garda Division,Kidnapping and related offences,9.0
2024,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",5588.0
2024,D.M.R. North Central Garda Division,Offences not elsewhere classified,106.0
2024,D.M.R. North Central Garda Division,Public order and other social code offences,3468.0
2024,D.M.R. North Central Garda Division,Road and traffic offences,2627.0
2024,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",312.0
2024,D.M.R. North Central Garda Division,Sexual offences,207.0
2024,D.M.R. North Central Garda Division,Theft and related offences,7568.0
2024,D.M.R. North Central Garda Division,Weapons and explosives offences,364.0
2025,D.M.R. North Central Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",1407.0
2025,D.M.R. North Central Garda Division,Burglary and related offences,409.0
2025,D.M.R. North Central Garda Division,Controlled drug offences,1324.0
2025,D.M.R. North Central Garda Division,Damage to property and to the environment  offences,938.0
2025,D.M.R. North Central Garda Division,Dangerous or negligent acts,567.0
2025,D.M.R. North Central Garda Division,"Fraud, deception and related offences",0.0
2025,D.M.R. North Central Garda Division,Homicide & related offences,0.0
2025,D.M.R. North Central Garda Division,Kidnapping and related offences,8.0
2025,D.M.R. North Central Garda Division,"Offences against government, justice procedures and organisation of crime",3851.0
2025,D.M.R. North Central Garda Division,Offences not elsewhere classified,73.0
2025,D.M.R. North Central Garda Division,Public order and other social code offences,2747.0
2025,D.M.R. North Central Garda Division,Road and traffic offences,1859.0
2025,D.M.R. North Central Garda Division,"Robbery, extortion and hijacking offences",181.0
2025,D.M.R. North Central Garda Division,Sexual offences,155.0
2025,D.M.R. North Central Garda Division,Theft and related offences,5684.0
2025,D.M.R. North Central Garda Division,Weapons and explosives offences,322.0
