Quarter,Garda Division,Type of Offence,VALUE
2006Q3,Kerry Garda Division,Controlled drug offences,93.0
2006Q3,Kerry Garda Division,Damage to property and to the environment  offences,219.0
2006Q3,Kerry Garda Division,Dangerous or negligent acts,323.0
2006Q3,Kerry Garda Division,"Fraud, deception and related offences",32.0
2006Q3,Kerry Garda Division,Homicide & related offences,4.0
2006Q3,Kerry Garda Division,Kidnapping and related offences,0.0
2006Q3,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",58.0
2006Q3,Kerry Garda Division,Offences not elsewhere classified,14.0
2006Q3,Kerry Garda Division,Public order and other social code offences,738.0
2006Q3,Kerry Garda Division,Road and traffic offences,766.0
2006Q3,Kerry Garda Division,"Robbery, extortion and hijacking offences",9.0
2006Q3,Kerry Garda Division,Sexual offences,15.0
2006Q3,Kerry Garda Division,Theft and related offences,352.0
2006Q3,Kerry Garda Division,Weapons and explosives offences,24.0
2006Q4,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",151.0
2006Q4,Kerry Garda Division,Burglary and related offences,94.0
2006Q4,Kerry Garda Division,Controlled drug offences,107.0
2006Q4,Kerry Garda Division,Damage to property and to the environment  offences,201.0
2006Q4,Kerry Garda Division,Dangerous or negligent acts,355.0
2006Q4,Kerry Garda Division,"Fraud, deception and related offences",24.0
2006Q4,Kerry Garda Division,Homicide & related offences,2.0
2006Q4,Kerry Garda Division,Kidnapping and related offences,0.0
2006Q4,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",94.0
2006Q4,Kerry Garda Division,Offences not elsewhere classified,7.0
2006Q4,Kerry Garda Division,Public order and other social code offences,664.0
2006Q4,Kerry Garda Division,Road and traffic offences,882.0
2006Q4,Kerry Garda Division,"Robbery, extortion and hijacking offences",4.0
2006Q4,Kerry Garda Division,Sexual offences,10.0
2006Q4,Kerry Garda Division,Theft and related offences,278.0
2006Q4,Kerry Garda Division,Weapons and explosives offences,20.0
2007Q1,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",140.0
2007Q1,Kerry Garda Division,Burglary and related offences,80.0
2007Q1,Kerry Garda Division,Controlled drug offences,85.0
2007Q1,Kerry Garda Division,Damage to property and to the environment  offences,208.0
2007Q1,Kerry Garda Division,Dangerous or negligent acts,288.0
2007Q1,Kerry Garda Division,"Fraud, deception and related offences",18.0
2007Q1,Kerry Garda Division,Homicide & related offences,0.0
2007Q1,Kerry Garda Division,Kidnapping and related offences,1.0
2007Q1,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",64.0
2007Q1,Kerry Garda Division,Offences not elsewhere classified,7.0
2007Q1,Kerry Garda Division,Public order and other social code offences,467.0
2007Q1,Kerry Garda Division,Road and traffic offences,737.0
2007Q1,Kerry Garda Division,"Robbery, extortion and hijacking offences",6.0
2007Q1,Kerry Garda Division,Sexual offences,11.0
2007Q1,Kerry Garda Division,Theft and related offences,279.0
2007Q1,Kerry Garda Division,Weapons and explosives offences,16.0
2007Q2,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",149.0
2007Q2,Kerry Garda Division,Burglary and related offences,82.0
2007Q2,Kerry Garda Division,Controlled drug offences,114.0
2007Q2,Kerry Garda Division,Damage to property and to the environment  offences,228.0
2007Q2,Kerry Garda Division,Dangerous or negligent acts,412.0
2007Q2,Kerry Garda Division,"Fraud, deception and related offences",15.0
2007Q2,Kerry Garda Division,Homicide & related offences,2.0
2007Q2,Kerry Garda Division,Kidnapping and related offences,0.0
2007Q2,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",74.0
2007Q2,Kerry Garda Division,Offences not elsewhere classified,17.0
2007Q2,Kerry Garda Division,Public order and other social code offences,621.0
2007Q2,Kerry Garda Division,Road and traffic offences,1032.0
2007Q2,Kerry Garda Division,"Robbery, extortion and hijacking offences",1.0
2007Q2,Kerry Garda Division,Sexual offences,10.0
2007Q2,Kerry Garda Division,Theft and related offences,287.0
2007Q2,Kerry Garda Division,Weapons and explosives offences,11.0
2007Q3,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",168.0
2007Q3,Kerry Garda Division,Burglary and related offences,122.0
2007Q3,Kerry Garda Division,Controlled drug offences,133.0
2007Q3,Kerry Garda Division,Damage to property and to the environment  offences,196.0
2007Q3,Kerry Garda Division,Dangerous or negligent acts,347.0
2007Q3,Kerry Garda Division,"Fraud, deception and related offences",18.0
2007Q3,Kerry Garda Division,Homicide & related offences,0.0
2007Q3,Kerry Garda Division,Kidnapping and related offences,0.0
2007Q3,Kerry Garda Division,"Offences against government, justice procedures and organisation of crime",44.0
2007Q3,Kerry Garda Division,Offences not elsewhere classified,20.0
2007Q3,Kerry Garda Division,Public order and other social code offences,720.0
2007Q3,Kerry Garda Division,Road and traffic offences,841.0
2007Q3,Kerry Garda Division,"Robbery, extortion and hijacking offences",11.0
2007Q3,Kerry Garda Division,Sexual offences,8.0
2007Q3,Kerry Garda Division,Theft and related offences,329.0
2007Q3,Kerry Garda Division,Weapons and explosives offences,23.0
2007Q4,Kerry Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",166.0
2007Q4,Kerry Garda Division,Burglary and related offences,63.0
2007Q4,Kerry Garda Division,Controlled drug offences,132.0
2007Q4,Kerry Garda Division,Damage to property and to the environment  offences,196.0
2007Q4,Kerry Garda Division,Dangerous or negligent acts,367.0
2007Q4,Kerry Garda Division,"Fraud, deception and related offences",31.0
2007Q4,Kerry Garda Division,Homicide & related offences,0.0
