Year,Garda Division,Type of Offence,VALUE
2007,Kerry Garda Division,Social code offences (n.e.c.) (136),4.0
2007,Kerry Garda Division,Speeding (0415),606.0
2007,Kerry Garda Division,Theft and related offences (08),1170.0
2007,Kerry Garda Division,Theft from person (0821),50.0
2007,Kerry Garda Division,Theft from shop (0822),302.0
2007,Kerry Garda Division,Theft/taking of vehicle and related offences (081),119.0
2007,Kerry Garda Division,Threat to kill or cause serious harm (0313),3.0
2007,Kerry Garda Division,Trespass offences (132),47.0
2007,Kerry Garda Division,Unseaworthy/dangerous use of boat or ship (0423),0.0
2007,Kerry Garda Division,Vehicle tax/registration offences (142),881.0
2007,Kerry Garda Division,Weapons and explosives offences (11),66.0
2008,Kerry Garda Division,"Abandoning a child, child neglect and cruelty (0422)",16.0
2008,Kerry Garda Division,Abduction of person under 16 years of age (0512),0.0
2008,Kerry Garda Division,Aggravated burglary (0711),8.0
